FT_STATUS,UTR_NUMBER,ID,REMARKS,FT_INNITIATED_DATE
Success,N264220004015903,a0j8p000001yjUL,Paid,2022-09-23T11:32:44Z
Success,N264220004015783,a0j8p000001zZoh,Paid,2022-09-23T11:32:44Z
Success,N264220004016292,a0j8p000001zpYd,Paid,2022-09-23T11:32:44Z
Success,N264220004015813,a0j8p000001zq0I,Paid,2022-09-23T11:32:44Z
Success,N264220004016260,a0j8p000001zkcM,Paid,2022-09-23T11:32:44Z
Success,N264220004015971,a0j8p000001za32,Paid,2022-09-23T11:32:44Z
Success,N264220004016005,a0j8p000001yogn,Paid,2022-09-23T11:32:44Z
Success,N264220004016069,a0j8p000001zcNv,Paid,2022-09-23T11:32:44Z
Success,N264220004015779,a0j8p000001zcCu,Paid,2022-09-23T11:32:44Z
Success,N264220004016193,a0j8p000001zc8A,Paid,2022-09-23T11:32:44Z
Success,N264220004016264,a0j8p000001zsz5,Paid,2022-09-23T11:32:44Z
Success,N264220004015888,a0j8p000001zwvj,Paid,2022-09-23T11:32:44Z
Success,N264220004016070,a0j8p000001zx88,Paid,2022-09-23T11:32:44Z
Success,N264220004016217,a0j8p000001zjLW,Paid,2022-09-23T11:32:44Z
Success,N264220004016073,a0j8p000001zSiE,Paid,2022-09-23T11:32:44Z
Success,N264220004016027,a0j8p000001ykkO,Paid,2022-09-23T11:32:44Z
Success,N264220004016147,a0j8p000001yia0,Paid,2022-09-23T11:32:44Z
Success,N264220004016233,a0j8p000001za1L,Paid,2022-09-23T11:32:44Z
Success,N264220004015987,a0j8p000001zl9i,Paid,2022-09-23T11:32:44Z
Success,N264220004016040,a0j8p000001znka,Paid,2022-09-23T11:32:44Z
Success,N264220004015943,a0j8p000001zTj6,Paid,2022-09-23T11:32:44Z
Success,N264220004015750,a0j8p000001zmGI,Paid,2022-09-23T11:32:44Z
Success,N264220004015780,a0j8p000001zeIn,Paid,2022-09-23T11:32:44Z
Success,N264220004016074,a0j8p000001yUc4,Paid,2022-09-23T11:32:44Z
Success,N264220004016085,a0j8p000001yVJL,Paid,2022-09-23T11:32:44Z
Success,N264220004016283,a0j8p000001yUrk,Paid,2022-09-23T11:32:44Z
Success,N264220004015979,a0j8p000001zptc,Paid,2022-09-23T11:32:44Z
Success,N264220004016016,a0j8p000001zlme,Paid,2022-09-23T11:32:44Z
Success,N264220004016212,a0j8p000001zv3d,Paid,2022-09-23T11:32:44Z
Success,N264220004015851,a0j8p000001yjRe,Paid,2022-09-23T11:32:44Z
Success,N264220004015841,a0j8p000001ztEF,Paid,2022-09-23T11:32:44Z
Success,N264220004015732,a0j8p000001yXQ9,Paid,2022-09-23T11:32:44Z
Success,N264220004016015,a0j8p000001zio0,Paid,2022-09-23T11:32:44Z
Success,N264220004015934,a0j8p000001zck9,Paid,2022-09-23T11:32:44Z
Success,N264220004016129,a0j8p000001ztHc,Paid,2022-09-23T11:32:44Z
Success,N264220004016004,a0j8p000001yobj,Paid,2022-09-23T11:32:44Z
Success,N264220004015880,a0j8p000001ybWN,Paid,2022-09-23T11:32:44Z
Success,N264220004015933,a0j8p000001zeR9,Paid,2022-09-23T11:32:44Z
Success,N264220004015936,a0j8p000001zczA,Paid,2022-09-23T11:32:44Z
Success,N264220004015733,a0j8p000001yLhG,Paid,2022-09-23T11:32:44Z
Success,N264220004015735,a0j8p000001yKnU,Paid,2022-09-23T11:32:44Z
Success,N264220004016117,a0j8p000001yMVD,Paid,2022-09-23T11:32:44Z
Success,N264220004016248,a0j8p000001ydnu,Paid,2022-09-23T11:32:44Z
Success,N264220004016003,a0j8p000001x2ll,Paid,2022-09-23T11:32:44Z
Success,N264220004015806,a0j8p000001zkp5,Paid,2022-09-23T11:32:44Z
Success,N264220004015772,a0j8p000001zrxT,Paid,2022-09-23T11:32:44Z
Success,N264220004015773,a0j8p000001zs69,Paid,2022-09-23T11:32:44Z
Success,N264220004016154,a0j8p000001zkpl,Paid,2022-09-23T11:32:44Z
Success,N264220004016188,a0j8p000001zSm2,Paid,2022-09-23T11:32:44Z
Success,N264220004015741,a0j8p000001zstz,Paid,2022-09-23T11:32:44Z
Success,N264220004016064,a0j8p000001yS7R,Paid,2022-09-23T11:32:44Z
Success,N264220004016080,a0j8p000001u33d,Paid,2022-09-23T11:32:44Z
Success,N264220004016079,a0j8p000001zncG,Paid,2022-09-23T11:32:44Z
Success,N264220004016024,a0j8p000001vAaC,Paid,2022-09-23T11:32:44Z
Success,N264220004015892,a0j8p000001zWT8,Paid,2022-09-23T11:32:44Z
Success,N264220004016198,a0j8p000001zezA,Paid,2022-09-23T11:32:44Z
Success,N264220004016042,a0j8p000001zj9u,Paid,2022-09-23T11:32:44Z
Success,N264220004016045,a0j8p000001zj4P,Paid,2022-09-23T11:32:44Z
Success,N264220004016162,a0j8p000001zSAC,Paid,2022-09-23T11:32:44Z
Success,N264220004016286,a0j8p000001zrSb,Paid,2022-09-23T11:32:44Z
Success,N264220004016178,a0j8p000001zr6z,Paid,2022-09-23T11:32:44Z
Success,N264220004016157,a0j8p000001zS5K,Paid,2022-09-23T11:32:44Z
Success,N264220004016186,a0j8p000001zSOt,Paid,2022-09-23T11:32:44Z
Success,N264220004016223,a0j8p000001zRrn,Paid,2022-09-23T11:32:44Z
Success,N264220004015883,a0j8p000001zRyI,Paid,2022-09-23T11:32:44Z
Success,N264220004016268,a0j8p000001zSJW,Paid,2022-09-23T11:32:44Z
Success,N264220004015837,a0j8p000001yYWs,Paid,2022-09-23T11:32:44Z
Success,N264220004015824,a0j8p000001x4vT,Paid,2022-09-23T11:32:44Z
Success,N264220004015745,a0j8p000001zpEr,Paid,2022-09-23T11:32:44Z
Success,N264220004015845,a0j8p000001zjW8,Paid,2022-09-23T11:32:44Z
Success,N264220004015798,a0j8p000001xvUW,Paid,2022-09-23T11:32:44Z
Success,N264220004016289,a0j8p000001u5Zs,Paid,2022-09-23T11:32:44Z
Rejected,N264220004016285,a0j8p000001zjs0,ANY OTHER REASON,2022-09-23T11:32:44Z
Success,N264220004016131,a0j8p000001zQMj,Paid,2022-09-23T11:32:44Z
Success,N264220004016259,a0j8p000002006L,Paid,2022-09-23T11:32:44Z
Success,N264220004016214,a0j8p000001zzpW,Paid,2022-09-23T11:32:44Z
Success,N264220004016225,a0j8p000001zV1X,Paid,2022-09-23T11:32:44Z
Success,N264220004016169,a0j8p000001ydKx,Paid,2022-09-23T11:32:44Z
Success,N264220004016191,a0j8p000001zQpz,Paid,2022-09-23T11:32:44Z
Success,N264220004016247,a0j8p000001zjQK,Paid,2022-09-23T11:32:44Z
Success,N264220004015896,a0j8p000001zzYZ,Paid,2022-09-23T11:32:44Z
Success,N264220004015968,a0j8p000001zyis,Paid,2022-09-23T11:32:44Z
Success,N264220004015853,a0j8p000001yffl,Paid,2022-09-23T11:32:44Z
Success,N264220004016111,a0j8p000001zrsU,Paid,2022-09-23T11:32:44Z
Success,N264220004016018,a0j8p000001yfAc,Paid,2022-09-23T11:32:44Z
Success,N264220004016034,a0j8p000001ydiS,Paid,2022-09-23T11:32:44Z
Success,N264220004016020,a0j8p000001yiLf,Paid,2022-09-23T11:32:44Z
Success,N264220004016103,a0j8p000001yX9X,Paid,2022-09-23T11:32:44Z
Success,N264220004016280,a0j8p000001yjfZ,Paid,2022-09-23T11:32:44Z
Success,N264220004016106,a0j8p000001x2ax,Paid,2022-09-23T11:32:44Z
Success,N264220004016288,a0j8p000001yRrd,Paid,2022-09-23T11:32:44Z
Success,N264220004015736,a0j8p000001yIYJ,Paid,2022-09-23T11:32:44Z
Success,N264220004016229,a0j8p000001yIrs,Paid,2022-09-23T11:32:44Z
Success,N264220004015737,a0j8p000001yGUB,Paid,2022-09-23T11:32:44Z
Success,N264220004016066,a0j8p000001yYwK,Paid,2022-09-23T11:32:44Z
Success,N264220004016065,a0j8p000001yZtr,Paid,2022-09-23T11:32:44Z
Success,N264220004016220,a0j8p000001znku,Paid,2022-09-23T11:32:44Z
Success,N264220004015840,a0j8p000001zpFV,Paid,2022-09-23T11:32:44Z
Success,N264220004016250,a0j8p000001zksL,Paid,2022-09-23T11:32:44Z
Success,N264220004016118,a0j8p000001zn0j,Paid,2022-09-23T11:32:44Z
Success,N264220004016011,a0j8p000001zTSN,Paid,2022-09-23T11:32:44Z
Success,N264220004016278,a0j8p000001zxVm,Paid,2022-09-23T11:32:44Z
Success,N264220004015932,a0j8p000001zcZX,Paid,2022-09-23T11:32:44Z
Success,N264220004015930,a0j8p000001zfDQ,Paid,2022-09-23T11:32:44Z
Success,N264220004015776,a0j8p000001zsX8,Paid,2022-09-23T11:32:44Z
Success,N264220004015879,a0j8p000001yVbw,Paid,2022-09-23T11:32:44Z
Success,N264220004016100,a0j8p000001ztn1,Paid,2022-09-23T11:32:44Z
Success,N264220004015838,a0j8p000001yZLk,Paid,2022-09-23T11:32:44Z
Success,N264220004015935,a0j8p000001ze2x,Paid,2022-09-23T11:32:44Z
Success,N264220004016175,a0j8p000001zebC,Paid,2022-09-23T11:32:44Z
Success,N264220004016062,a0j8p000001yKJ2,Paid,2022-09-23T11:32:44Z
Success,N264220004015916,a0j8p000001zbFe,Paid,2022-09-23T11:32:44Z
Success,N264220004015842,a0j8p000001zchk,Paid,2022-09-23T11:32:44Z
Success,N264220004016301,a0j8p000001yXad,Paid,2022-09-23T11:32:44Z
Success,N264220004015752,a0j8p000001zYrM,Paid,2022-09-23T11:32:44Z
Success,N264220004016094,a0j8p000001yZ8I,Paid,2022-09-23T11:32:44Z
Success,N264220004016033,a0j8p000001zdSp,Paid,2022-09-23T11:32:44Z
Success,N264220004015854,a0j8p00000201u6,Paid,2022-09-23T11:32:44Z
Success,N264220004015810,a0j8p000001zRtp,Paid,2022-09-23T11:32:44Z
Success,N264220004016237,a0j8p000001zl5O,Paid,2022-09-23T11:32:44Z
Success,N264220004016249,a0j8p000001ztiT,Paid,2022-09-23T11:32:44Z
Success,N264220004016014,a0j8p000001yXvv,Paid,2022-09-23T11:32:44Z
Success,N264220004015975,a0j8p000001zpck,Paid,2022-09-23T11:32:44Z
Success,N264220004016269,a0j8p000001zPHC,Paid,2022-09-23T11:32:44Z
Success,N264220004015939,a0j8p000001zzaH,Paid,2022-09-23T11:32:44Z
Success,N264220004016231,a0j8p000001zloX,Paid,2022-09-23T11:32:44Z
Success,N264220004016185,a0j8p000001zkDt,Paid,2022-09-23T11:32:44Z
Success,N264220004015872,a0j8p000001yCdw,Paid,2022-09-23T11:32:44Z
Success,N264220004016035,a0j8p000001zcBl,Paid,2022-09-23T11:32:44Z
Success,N264220004016038,a0j8p000001zWwv,Paid,2022-09-23T11:32:44Z
Success,N264220004015965,a0j8p000001zqW7,Paid,2022-09-23T11:32:44Z
Success,N264220004016056,a0j8p000001yFtN,Paid,2022-09-23T11:32:44Z
Success,N264220004016002,a0j8p000001zkb6,Paid,2022-09-23T11:32:44Z
Success,N264220004016087,a0j8p000001zRPO,Paid,2022-09-23T11:32:44Z
Success,N264220004016053,a0j8p000001ybL7,Paid,2022-09-23T11:32:44Z
Success,N264220004016007,a0j8p000001zx2q,Paid,2022-09-23T11:32:44Z
Success,N264220004015886,a0j8p000001zx47,Paid,2022-09-23T11:32:44Z
Success,N264220004016082,a0j8p000001yWJf,Paid,2022-09-23T11:32:44Z
Success,N264220004016075,a0j8p000001zSba,Paid,2022-09-23T11:32:44Z
Success,N264220004016086,a0j8p000001zoMr,Paid,2022-09-23T11:32:44Z
Success,N264220004016158,a0j8p00000200kE,Paid,2022-09-23T11:32:44Z
Success,N264220004016021,a0j8p000001yhrS,Paid,2022-09-23T11:32:44Z
Success,N264220004016200,a0j8p000001zZSQ,Paid,2022-09-23T11:32:44Z
Success,N264220004016006,a0j8p000001znSO,Paid,2022-09-23T11:32:44Z
Success,N264220004016245,a0j8p000001ztJ9,Paid,2022-09-23T11:32:44Z
Success,N264220004015902,a0j8p000001yf43,Paid,2022-09-23T11:32:44Z
Success,N264220004016132,a0j8p000001zQVR,Paid,2022-09-23T11:32:44Z
Success,N264220004016039,a0j8p000001zW0z,Paid,2022-09-23T11:32:44Z
Success,N264220004016046,a0j8p000001yD08,Paid,2022-09-23T11:32:44Z
Success,N264220004015728,a0j8p000001yae1,Paid,2022-09-23T11:32:44Z
Success,N264220004015730,a0j8p000001yYJW,Paid,2022-09-23T11:32:44Z
Success,N264220004015899,a0j8p000001yaAn,Paid,2022-09-23T11:32:44Z
Success,N264220004016239,a0j8p000001zYsX,Paid,2022-09-23T11:32:44Z
Success,N264220004015873,a0j8p000001yDoa,Paid,2022-09-23T11:32:44Z
Success,N264220004015870,a0j8p000001yKgy,Paid,2022-09-23T11:32:44Z
Success,N264220004016022,a0j8p000001vA3g,Paid,2022-09-23T11:32:44Z
Success,N264220004016023,a0j8p000001uzg1,Paid,2022-09-23T11:32:44Z
Success,N264220004016197,a0j8p00000204ii,Paid,2022-09-23T11:32:44Z
Success,N264220004015763,a0j8p000001zoBE,Paid,2022-09-23T11:32:44Z
Success,N264220004015864,a0j8p000001v2n0,Paid,2022-09-23T11:32:44Z
Success,N264220004015924,a0j8p00000204UJ,Paid,2022-09-23T11:32:44Z
Success,N264220004015923,a0j8p0000020453,Paid,2022-09-23T11:32:44Z
Success,N264220004015859,a0j8p000001zZ4k,Paid,2022-09-23T11:32:44Z
Success,N264220004015809,a0j8p000001zS3l,Paid,2022-09-23T11:32:44Z
Success,N264220004015751,a0j8p000001zY15,Paid,2022-09-23T11:32:44Z
Success,N264220004016058,a0j8p000001yTot,Paid,2022-09-23T11:32:44Z
Success,N264220004016166,a0j8p000001yCLF,Paid,2022-09-23T11:32:44Z
Success,N264220004015775,a0j8p000001zsE0,Paid,2022-09-23T11:32:44Z
Success,N264220004016232,a0j8p000001ygnr,Paid,2022-09-23T11:32:44Z
Success,N264220004016078,a0j8p000001yYAQ,Paid,2022-09-23T11:32:44Z
Success,N264220004016284,a0j8p000001zssc,Paid,2022-09-23T11:32:44Z
Success,N264220004016093,a0j8p000001yT35,Paid,2022-09-23T11:32:44Z
Success,N264220004016068,a0j8p000001zc2M,Paid,2022-09-23T11:32:44Z
Success,N264220004015740,a0j8p000001zihj,Paid,2022-09-23T11:32:44Z
Success,N264220004016052,a0j8p000001yK6n,Paid,2022-09-23T11:32:44Z
Success,N264220004015785,a0j8p000001zkXI,Paid,2022-09-23T11:32:44Z
Success,N264220004016256,a0j8p000001ygNN,Paid,2022-09-23T11:32:44Z
Success,N264220004015729,a0j8p000001yaUs,Paid,2022-09-23T11:32:44Z
Success,N264220004015878,a0j8p000001yW2p,Paid,2022-09-23T11:32:44Z
Success,N264220004016144,a0j8p000002098b,Paid,2022-09-23T11:32:44Z
Success,N264220004016104,a0j8p000001zvWK,Paid,2022-09-23T11:32:44Z
Success,N264220004016145,a0j8p000001yFf7,Paid,2022-09-23T11:32:44Z
Success,N264220004016155,a0j8p000001zjDj,Paid,2022-09-23T11:32:44Z
Success,N264220004016092,a0j8p000001zxCI,Paid,2022-09-23T11:32:44Z
Success,N264220004015820,a0j8p000001zy2k,Paid,2022-09-23T11:32:44Z
Success,N264220004015769,a0j8p000001zqNN,Paid,2022-09-23T11:32:44Z
Success,N264220004015747,a0j8p000001zrix,Paid,2022-09-23T11:32:44Z
Success,N264220004015782,a0j8p000001za4d,Paid,2022-09-23T11:32:44Z
Success,N264220004015781,a0j8p000001zZvj,Paid,2022-09-23T11:32:44Z
Success,N264220004016128,a0j8p000001ybi5,Paid,2022-09-23T11:32:44Z
Success,N264220004015994,a0j8p000001zqIi,Paid,2022-09-23T11:32:44Z
Success,N264220004016000,a0j8p000001zeUn,Paid,2022-09-23T11:32:44Z
Success,N264220004015808,a0j8p000001yomE,Paid,2022-09-23T11:32:44Z
Success,N264220004016270,a0j8p000001zipD,Paid,2022-09-23T11:32:44Z
Success,N264220004015778,a0j8p000001zcJM,Paid,2022-09-23T11:32:44Z
Success,N264220004016067,a0j8p000001zQ60,Paid,2022-09-23T11:32:44Z
Success,N264220004016219,a0j8p000001ztDS,Paid,2022-09-23T11:32:44Z
Success,N264220004015887,a0j8p000001zwsf,Paid,2022-09-23T11:32:44Z
Success,N264220004016071,a0j8p000001zx0H,Paid,2022-09-23T11:32:44Z
Success,N264220004015885,a0j8p000001zt3m,Paid,2022-09-23T11:32:44Z
Success,N264220004016168,a0j8p000001zxV1,Paid,2022-09-23T11:32:44Z
Success,N264220004015884,a0j8p000001zSta,Paid,2022-09-23T11:32:44Z
Success,N264220004016030,a0j8p000001zL7S,Paid,2022-09-23T11:32:44Z
Success,N264220004015985,a0j8p000001zqP8,Paid,2022-09-23T11:32:44Z
Success,N264220004015800,a0j8p000001zm2P,Paid,2022-09-23T11:32:44Z
Success,N264220004015989,a0j8p000001zi9j,Paid,2022-09-23T11:32:44Z
Success,N264220004016173,a0j8p000001zUoV,Paid,2022-09-23T11:32:44Z
Success,N264220004016251,a0j8p000001zluv,Paid,2022-09-23T11:32:44Z
Success,N264220004015998,a0j8p000001zeAf,Paid,2022-09-23T11:32:44Z
Success,N264220004015829,a0j8p000001xEdq,Paid,2022-09-23T11:32:44Z
Success,N264220004016116,a0j8p000001yWDJ,Paid,2022-09-23T11:32:44Z
Success,N264220004016265,a0j8p000001yV5y,Paid,2022-09-23T11:32:44Z
Success,N264220004016055,a0j8p000001yJIf,Paid,2022-09-23T11:32:44Z
Success,N264220004016303,a0j8p000001zqZH,Paid,2022-09-23T11:32:44Z
Success,N264220004016048,a0j8p000001yCoX,Paid,2022-09-23T11:32:44Z
Success,N264220004015796,a0j8p000001zqjm,Paid,2022-09-23T11:32:44Z
Success,N264220004016205,a0j8p000001zpU8,Paid,2022-09-23T11:32:44Z
Success,N264220004015835,a0j8p000001yBui,Paid,2022-09-23T11:32:44Z
Success,N264220004015955,a0j8p000001y9OZ,Paid,2022-09-23T11:32:44Z
Success,N264220004015831,a0j8p000001y9hM,Paid,2022-09-23T11:32:44Z
Success,N264220004015795,a0j8p000001zpCC,Paid,2022-09-23T11:32:44Z
Success,N264220004016047,a0j8p000001yFP0,Paid,2022-09-23T11:32:44Z
Success,N264220004016090,a0j8p000001zqFQ,Paid,2022-09-23T11:32:44Z
Success,N264220004016297,a0j8p000001yW4h,Paid,2022-09-23T11:32:44Z
Success,N264220004015760,a0j8p000001zitD,Paid,2022-09-23T11:32:44Z
Success,N264220004016119,a0j8p000001zizK,Paid,2022-09-23T11:32:44Z
Success,N264220004016059,a0j8p000001yZ5H,Paid,2022-09-23T11:32:44Z
Success,N264220004016061,a0j8p000001yZIN,Paid,2022-09-23T11:32:44Z
Success,N264220004016121,a0j8p000001zs2Y,Paid,2022-09-23T11:32:44Z
Success,N264220004015901,a0j8p000001vA44,Paid,2022-09-23T11:32:44Z
Success,N264220004015812,a0j8p000001zR08,Paid,2022-09-23T11:32:44Z
Success,N264220004016199,a0j8p000001zsEJ,Paid,2022-09-23T11:32:44Z
Success,N264220004015941,a0j8p000001zsV5,Paid,2022-09-23T11:32:44Z
Success,N264220004016139,a0j8p000001zsbR,Paid,2022-09-23T11:32:44Z
Success,N264220004015843,a0j8p000001zgrl,Paid,2022-09-23T11:32:44Z
Success,N264220004015937,a0j8p000001u4nR,Paid,2022-09-23T11:32:44Z
Success,N264220004016209,a0j8p000001yh70,Paid,2022-09-23T11:32:44Z
Success,N264220004016060,a0j8p000001yHSC,Paid,2022-09-23T11:32:44Z
