"ID","?CBS LOAN STATUS","ID","STATUS"
"0068p000003uXUOAA2","Disbursed","0068p000003uXUOAA2","Item Updated"
"0068p000003uXiqAAE","Disbursed","0068p000003uXiqAAE","Item Updated"
"0068p000003uXi7AAE","Disbursed","0068p000003uXi7AAE","Item Updated"
"0068p000003uXmBAAU","Disbursed","0068p000003uXmBAAU","Item Updated"
"0068p000003uXkXAAU","Disbursed","0068p000003uXkXAAU","Item Updated"
"0068p000003udZHAAY","Disbursed","0068p000003udZHAAY","Item Updated"
"0068p000003udd1AAA","Disbursed","0068p000003udd1AAA","Item Updated"
"0068p000003uCEvAAM","Disbursed","0068p000003uCEvAAM","Item Updated"
"0068p000003uCwzAAE","Disbursed","0068p000003uCwzAAE","Item Updated"
"0068p000003uCvdAAE","Disbursed","0068p000003uCvdAAE","Item Updated"
"0068p000003uDKhAAM","Disbursed","0068p000003uDKhAAM","Item Updated"
"0068p000003uDKXAA2","Disbursed","0068p000003uDKXAA2","Item Updated"
"0068p000003uZnRAAU","Disbursed","0068p000003uZnRAAU","Item Updated"
"0068p000003uZoKAAU","Disbursed","0068p000003uZoKAAU","Item Updated"
"0068p000003uZrcAAE","Disbursed","0068p000003uZrcAAE","Item Updated"
"0068p000003uBbpAAE","Disbursed","0068p000003uBbpAAE","Item Updated"
"0068p000003uBd7AAE","Disbursed","0068p000003uBd7AAE","Item Updated"
"0068p000003uBdCAAU","Disbursed","0068p000003uBdCAAU","Item Updated"
"0068p000003uBhlAAE","Disbursed","0068p000003uBhlAAE","Item Updated"
"0068p000003uCT7AAM","Disbursed","0068p000003uCT7AAM","Item Updated"
"0068p000003uCTHAA2","Disbursed","0068p000003uCTHAA2","Item Updated"
"0068p000003uCaXAAU","Disbursed","0068p000003uCaXAAU","Item Updated"
"0068p000003uCWMAA2","Disbursed","0068p000003uCWMAA2","Item Updated"
"0068p000003uCcjAAE","Disbursed","0068p000003uCcjAAE","Item Updated"
"0068p000003uCk3AAE","Disbursed","0068p000003uCk3AAE","Item Updated"
"0068p000003uCl2AAE","Disbursed","0068p000003uCl2AAE","Item Updated"
"0068p000003uCosAAE","Disbursed","0068p000003uCosAAE","Item Updated"
"0068p000003uCyTAAU","Disbursed","0068p000003uCyTAAU","Item Updated"
"0068p000003uIIUAA2","Disbursed","0068p000003uIIUAA2","Item Updated"
"0068p000003uIL4AAM","Disbursed","0068p000003uIL4AAM","Item Updated"
"0068p000003uJ2FAAU","Disbursed","0068p000003uJ2FAAU","Item Updated"
"0068p000003uJ2PAAU","Disbursed","0068p000003uJ2PAAU","Item Updated"
"0068p000003uResAAE","Disbursed","0068p000003uResAAE","Item Updated"
"0068p000003uRjkAAE","Disbursed","0068p000003uRjkAAE","Item Updated"
"0068p000003uaZTAAY","Disbursed","0068p000003uaZTAAY","Item Updated"
"0068p000003uaZOAAY","Disbursed","0068p000003uaZOAAY","Item Updated"
"0068p000003uabAAAQ","Disbursed","0068p000003uabAAAQ","Item Updated"
"0068p000003uaYuAAI","Disbursed","0068p000003uaYuAAI","Item Updated"
"0068p000003uRgyAAE","Disbursed","0068p000003uRgyAAE","Item Updated"
"0068p000003tpw6AAA","Disbursed","0068p000003tpw6AAA","Item Updated"
"0068p000003tnLZAAY","Disbursed","0068p000003tnLZAAY","Item Updated"
"0068p000003taa0AAA","Disbursed","0068p000003taa0AAA","Item Updated"
"0068p000003uFcMAAU","Disbursed","0068p000003uFcMAAU","Item Updated"
"0068p000003uQDeAAM","Disbursed","0068p000003uQDeAAM","Item Updated"
"0068p000003uenpAAA","Disbursed","0068p000003uenpAAA","Item Updated"
"0068p000003uZxfAAE","Disbursed","0068p000003uZxfAAE","Item Updated"
"0068p000003uCZtAAM","Disbursed","0068p000003uCZtAAM","Item Updated"
"0068p000003tb7kAAA","Disbursed","0068p000003tb7kAAA","Item Updated"
"0068p000003ueqPAAQ","Disbursed","0068p000003ueqPAAQ","Item Updated"
"0068p000003uDtAAAU","Disbursed","0068p000003uDtAAAU","Item Updated"
"0068p000003uX73AAE","Disbursed","0068p000003uX73AAE","Item Updated"
"0068p000003taX3AAI","Disbursed","0068p000003taX3AAI","Item Updated"
"0068p000003uCxiAAE","Disbursed","0068p000003uCxiAAE","Item Updated"
"0068p000003uCSTAA2","Disbursed","0068p000003uCSTAA2","Item Updated"
"0068p000003rOZyAAM","Disbursed","0068p000003rOZyAAM","Item Updated"
"0068p000003uDKrAAM","Disbursed","0068p000003uDKrAAM","Item Updated"
"0068p000003uXf4AAE","Disbursed","0068p000003uXf4AAE","Item Updated"
"0068p000003tb0yAAA","Disbursed","0068p000003tb0yAAA","Item Updated"
"0068p000003uNm5AAE","Disbursed","0068p000003uNm5AAE","Item Updated"
"0068p000003tEXfAAM","Disbursed","0068p000003tEXfAAM","Item Updated"
"0068p000003tF0DAAU","Disbursed","0068p000003tF0DAAU","Item Updated"
"0068p000003uBqYAAU","Disbursed","0068p000003uBqYAAU","Item Updated"
"0068p000003uCwuAAE","Disbursed","0068p000003uCwuAAE","Item Updated"
"0068p000003uP4xAAE","Disbursed","0068p000003uP4xAAE","Item Updated"
"0068p000003uOgKAAU","Disbursed","0068p000003uOgKAAU","Item Updated"
"0068p000003tlbcAAA","Disbursed","0068p000003tlbcAAA","Item Updated"
"0068p000003tjz4AAA","Disbursed","0068p000003tjz4AAA","Item Updated"
"0068p000003uCzTAAU","Disbursed","0068p000003uCzTAAU","Item Updated"
"0068p000003t5SDAAY","Disbursed","0068p000003t5SDAAY","Item Updated"
"0068p000003uCfOAAU","Disbursed","0068p000003uCfOAAU","Item Updated"
"0068p000003uLhMAAU","Disbursed","0068p000003uLhMAAU","Item Updated"
"0068p000003tYzsAAE","Disbursed","0068p000003tYzsAAE","Item Updated"
"0068p000003tnLdAAI","Disbursed","0068p000003tnLdAAI","Item Updated"
"0068p000003tb2aAAA","Disbursed","0068p000003tb2aAAA","Item Updated"
"0068p000003uDqGAAU","Disbursed","0068p000003uDqGAAU","Item Updated"
"0068p000003tFlJAAU","Disbursed","0068p000003tFlJAAU","Item Updated"
"0068p000003uebZAAQ","Disbursed","0068p000003uebZAAQ","Item Updated"
"0068p000003uRhNAAU","Disbursed","0068p000003uRhNAAU","Item Updated"
"0068p000003uXTLAA2","Disbursed","0068p000003uXTLAA2","Item Updated"
"0068p000003uDmjAAE","Disbursed","0068p000003uDmjAAE","Item Updated"
"0068p000003rN9EAAU","Disbursed","0068p000003rN9EAAU","Item Updated"
