"?FT_STATUS","UTR_NUMBER","ID","REMARKS","FT_INNITIATED_DATE","ERROR"
"Rejected","N263220004011891","a0j8p000001yDqW","ANY OTHER REASON","2022-09-21T12:44:27Z","entity is deleted"
