ID,FT_STATUS,UTR_NUMBER,ID,REMARKS,FT_INNITIATED_DATE,STATUS
a0j8p000001nIUXAA2,Success,N253220003969965,a0j8p000001nIUXAA2,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nIiKAAU,Success,N253220003969955,a0j8p000001nIiKAAU,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nJorAAE,Success,N253220003969953,a0j8p000001nJorAAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n1W0AAI,Success,N253220003969889,a0j8p000001n1W0AAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n2G7AAI,Success,N253220003970029,a0j8p000001n2G7AAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n2TsAAI,Success,N253220003969891,a0j8p000001n2TsAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001lRzXAAU,Success,N253220003969736,a0j8p000001lRzXAAU,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mvHWAAY,Success,N253220003970122,a0j8p000001mvHWAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001lLw3AAE,Success,N253220003970019,a0j8p000001lLw3AAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001myBdAAI,Success,N253220003970054,a0j8p000001myBdAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mxHvAAI,Success,N253220003969840,a0j8p000001mxHvAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n4OYAAY,Success,N253220003969899,a0j8p000001n4OYAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mtBvAAI,Success,N253220003969959,a0j8p000001mtBvAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n1OMAAY,Success,N253220003970047,a0j8p000001n1OMAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001np5XAAQ,Success,N253220003969785,a0j8p000001np5XAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001ntLdAAI,Success,N253220003970084,a0j8p000001ntLdAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nosxAAA,Success,N253220003969788,a0j8p000001nosxAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n4YcAAI,Success,N253220003969759,a0j8p000001n4YcAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001np8OAAQ,Success,N253220003969711,a0j8p000001np8OAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mSb4AAE,Success,N253220003969873,a0j8p000001mSb4AAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n6u1AAA,Success,N253220003970107,a0j8p000001n6u1AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nJzLAAU,Success,N253220003970097,a0j8p000001nJzLAAU,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nI1rAAE,Success,N253220003970051,a0j8p000001nI1rAAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001ms5BAAQ,Success,N253220003969739,a0j8p000001ms5BAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n3KOAAY,Success,N253220003969982,a0j8p000001n3KOAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n2k0AAA,Success,N253220003969854,a0j8p000001n2k0AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n2IdAAI,Success,N253220003970095,a0j8p000001n2IdAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mw19AAA,Success,N253220003969702,a0j8p000001mw19AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mxxbAAA,Success,N253220003970089,a0j8p000001mxxbAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mFXIAA2,Success,N253220003970042,a0j8p000001mFXIAA2,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001ktlPAAQ,Success,N253220003969998,a0j8p000001ktlPAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001kuKiAAI,Success,N253220003969949,a0j8p000001kuKiAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mxz5AAA,Success,N253220003969821,a0j8p000001mxz5AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nGoNAAU,Success,N253220003970127,a0j8p000001nGoNAAU,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mwUFAAY,Success,N253220003969798,a0j8p000001mwUFAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mtCEAAY,Success,N253220003969996,a0j8p000001mtCEAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mrfNAAQ,Success,N253220003969797,a0j8p000001mrfNAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mrzvAAA,Success,N253220003970101,a0j8p000001mrzvAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mtbaAAA,Success,N253220003969819,a0j8p000001mtbaAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n5KqAAI,Success,N253220003969992,a0j8p000001n5KqAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npTOAAY,Success,N253220003969834,a0j8p000001npTOAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npQZAAY,Success,N253220003969763,a0j8p000001npQZAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nyTAAAY,Success,N253220003970058,a0j8p000001nyTAAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nxpRAAQ,Success,N253220003969935,a0j8p000001nxpRAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nws0AAA,Success,N253220003969800,a0j8p000001nws0AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001noWJAAY,Success,N253220003969791,a0j8p000001noWJAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001noRvAAI,Success,N253220003970003,a0j8p000001noRvAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001noU2AAI,Success,N253220003969833,a0j8p000001noU2AAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mPMtAAM,Rejected,N253220003970026,a0j8p000001mPMtAAM,Account Does Not Exist,2022-09-12T06:35:28Z,Item Updated
a0j8p000001np3jAAA,Success,N253220003969946,a0j8p000001np3jAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n26zAAA,Success,N253220003970090,a0j8p000001n26zAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001ntKoAAI,Success,N253220003969918,a0j8p000001ntKoAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npTcAAI,Success,N253220003970005,a0j8p000001npTcAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001lGINAA2,Success,N253220003969986,a0j8p000001lGINAA2,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npL5AAI,Success,N253220003969832,a0j8p000001npL5AAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nsi8AAA,Success,N253220003969855,a0j8p000001nsi8AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nHqwAAE,Success,N253220003969893,a0j8p000001nHqwAAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nb7tAAA,Success,N253220003970037,a0j8p000001nb7tAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nXUDAA2,Success,N253220003970036,a0j8p000001nXUDAA2,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nodnAAA,Success,N253220003969938,a0j8p000001nodnAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001myJ1AAI,Success,N253220003969810,a0j8p000001myJ1AAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001ntfsAAA,Success,N253220003969904,a0j8p000001ntfsAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mzRvAAI,Success,N253220003969733,a0j8p000001mzRvAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mybJAAQ,Success,N253220003969870,a0j8p000001mybJAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mxxhAAA,Success,N253220003969985,a0j8p000001mxxhAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nxApAAI,Success,N253220003969803,a0j8p000001nxApAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001lHirAAE,Success,N253220003970046,a0j8p000001lHirAAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mQCtAAM,Success,N253220003969720,a0j8p000001mQCtAAM,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nKSvAAM,Success,N253220003969951,a0j8p000001nKSvAAM,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n4ldAAA,Success,N253220003969814,a0j8p000001n4ldAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nHTtAAM,Success,N253220003969808,a0j8p000001nHTtAAM,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nHK7AAM,Success,N253220003970079,a0j8p000001nHK7AAM,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nHePAAU,Success,N253220003969923,a0j8p000001nHePAAU,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mSXzAAM,Success,N253220003969924,a0j8p000001mSXzAAM,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nTZ0AAM,Success,N253220003969922,a0j8p000001nTZ0AAM,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nubjAAA,Success,N253220003969900,a0j8p000001nubjAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npHTAAY,Success,N253220003970064,a0j8p000001npHTAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mSefAAE,Success,N253220003969809,a0j8p000001mSefAAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nTGVAA2,Success,N253220003970091,a0j8p000001nTGVAA2,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mShKAAU,Success,N253220003969774,a0j8p000001mShKAAU,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nuAOAAY,Success,N253220003969957,a0j8p000001nuAOAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npfUAAQ,Success,N253220003969786,a0j8p000001npfUAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npdYAAQ,Success,N253220003969930,a0j8p000001npdYAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npMwAAI,Success,N253220003969831,a0j8p000001npMwAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001noGqAAI,Success,N253220003969925,a0j8p000001noGqAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mGUYAA2,Success,N253220003969993,a0j8p000001mGUYAA2,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mSAtAAM,Success,N253220003969744,a0j8p000001mSAtAAM,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mMp1AAE,Success,N253220003970117,a0j8p000001mMp1AAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001noaxAAA,Success,N253220003969947,a0j8p000001noaxAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nrPtAAI,Success,N253220003969765,a0j8p000001nrPtAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nYAQAA2,Success,N253220003969771,a0j8p000001nYAQAA2,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nYcWAAU,Success,N253220003969769,a0j8p000001nYcWAAU,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nYNTAA2,Success,N253220003969921,a0j8p000001nYNTAA2,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nY6AAAU,Success,N253220003970106,a0j8p000001nY6AAAU,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nrMiAAI,Success,N253220003969920,a0j8p000001nrMiAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nrIrAAI,Success,N253220003969919,a0j8p000001nrIrAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001lGrYAAU,Success,N253220003970044,a0j8p000001lGrYAAU,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001ktHUAAY,Success,N253220003970103,a0j8p000001ktHUAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001krf4AAA,Success,N253220003970072,a0j8p000001krf4AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mrWkAAI,Success,N253220003969820,a0j8p000001mrWkAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001myilAAA,Success,N253220003969958,a0j8p000001myilAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nG4xAAE,Success,N253220003969823,a0j8p000001nG4xAAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n2rMAAQ,Success,N253220003969881,a0j8p000001n2rMAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mCynAAE,Success,N253220003969865,a0j8p000001mCynAAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mFBJAA2,Success,N253220003970133,a0j8p000001mFBJAA2,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n1p0AAA,Success,N253220003969876,a0j8p000001n1p0AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mDwjAAE,Success,N253220003969748,a0j8p000001mDwjAAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mHyPAAU,Success,N253220003969850,a0j8p000001mHyPAAU,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mJ0lAAE,Success,N253220003970112,a0j8p000001mJ0lAAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mFyoAAE,Success,N253220003969936,a0j8p000001mFyoAAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mGiNAAU,Success,N253220003970082,a0j8p000001mGiNAAU,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n4gzAAA,Success,N253220003970078,a0j8p000001n4gzAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mw1SAAQ,Success,N253220003969977,a0j8p000001mw1SAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n5fXAAQ,Success,N253220003970135,a0j8p000001n5fXAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n1eDAAQ,Success,N253220003969981,a0j8p000001n1eDAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n6HjAAI,Success,N253220003969903,a0j8p000001n6HjAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nB4CAAU,Success,N253220003969707,a0j8p000001nB4CAAU,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nBGTAA2,Success,N253220003969909,a0j8p000001nBGTAA2,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nAUBAA2,Success,N253220003969913,a0j8p000001nAUBAA2,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nAhwAAE,Success,N253220003969706,a0j8p000001nAhwAAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n9FMAAY,Success,N253220003969705,a0j8p000001n9FMAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npKhAAI,Success,N253220003969867,a0j8p000001npKhAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nuLlAAI,Success,N253220003970098,a0j8p000001nuLlAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001o1vlAAA,Success,N253220003970080,a0j8p000001o1vlAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mrFMAAY,Success,N253220003969962,a0j8p000001mrFMAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001msU9AAI,Success,N253220003969796,a0j8p000001msU9AAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nBtIAAU,Success,N253220003969912,a0j8p000001nBtIAAU,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nosZAAQ,Success,N253220003969830,a0j8p000001nosZAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mvh4AAA,Success,N253220003969841,a0j8p000001mvh4AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mxoxAAA,Success,N253220003970053,a0j8p000001mxoxAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001kvIbAAI,Success,N253220003970139,a0j8p000001kvIbAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001kr0qAAA,Success,N253220003970096,a0j8p000001kr0qAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001kvu1AAA,Success,N253220003970071,a0j8p000001kvu1AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n00mAAA,Success,N253220003969987,a0j8p000001n00mAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n8BSAAY,Success,N253220003969757,a0j8p000001n8BSAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n1EkAAI,Success,N253220003969871,a0j8p000001n1EkAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mplcAAA,Success,N253220003969886,a0j8p000001mplcAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mtemAAA,Success,N253220003970126,a0j8p000001mtemAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nziAAAQ,Success,N253220003969997,a0j8p000001nziAAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001lu43AAA,Success,N253220003969853,a0j8p000001lu43AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001ltYNAAY,Success,N253220003969756,a0j8p000001ltYNAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001lw8tAAA,Success,N253220003969887,a0j8p000001lw8tAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001lsj4AAA,Success,N253220003969755,a0j8p000001lsj4AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001o0YKAAY,Success,N253220003969844,a0j8p000001o0YKAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001o0qmAAA,Success,N253220003970077,a0j8p000001o0qmAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mzsGAAQ,Success,N253220003969978,a0j8p000001mzsGAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nyKUAAY,Rejected,N253220003969882,a0j8p000001nyKUAAY,ANY OTHER REASON,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npCBAAY,Success,N253220003970067,a0j8p000001npCBAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001ktsmAAA,Success,N253220003970015,a0j8p000001ktsmAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001m7rBAAQ,Success,N253220003970024,a0j8p000001m7rBAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mOAIAA2,Success,N253220003969816,a0j8p000001mOAIAA2,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npKvAAI,Success,N253220003970007,a0j8p000001npKvAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nq3QAAQ,Success,N253220003970108,a0j8p000001nq3QAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mzjDAAQ,Success,N253220003969914,a0j8p000001mzjDAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001myhGAAQ,Success,N253220003969954,a0j8p000001myhGAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nHXmAAM,Success,N253220003969735,a0j8p000001nHXmAAM,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nKL2AAM,Success,N253220003969968,a0j8p000001nKL2AAM,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nJ24AAE,Success,N253220003969967,a0j8p000001nJ24AAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mtWUAAY,Success,N253220003969742,a0j8p000001mtWUAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n4z5AAA,Success,N253220003970041,a0j8p000001n4z5AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n6uYAAQ,Success,N253220003969979,a0j8p000001n6uYAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n568AAA,Success,N253220003969980,a0j8p000001n568AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n7MQAAY,Success,N253220003969901,a0j8p000001n7MQAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001msgJAAQ,Success,N253220003969703,a0j8p000001msgJAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mwU0AAI,Success,N253220003969879,a0j8p000001mwU0AAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mJpcAAE,Success,N253220003970043,a0j8p000001mJpcAAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001kuxCAAQ,Success,N253220003969861,a0j8p000001kuxCAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mrzTAAQ,Success,N253220003970073,a0j8p000001mrzTAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nHJZAA2,Success,N253220003970033,a0j8p000001nHJZAA2,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mxaeAAA,Success,N253220003969822,a0j8p000001mxaeAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mwxBAAQ,Success,N253220003969990,a0j8p000001mwxBAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001msVuAAI,Success,N253220003970113,a0j8p000001msVuAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mqtoAAA,Success,N253220003969960,a0j8p000001mqtoAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mr9PAAQ,Success,N253220003969793,a0j8p000001mr9PAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mzNxAAI,Success,N253220003969859,a0j8p000001mzNxAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nu82AAA,Success,N253220003970008,a0j8p000001nu82AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001np4oAAA,Success,N253220003970100,a0j8p000001np4oAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001np7ZAAQ,Success,N253220003969783,a0j8p000001np7ZAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npQeAAI,Success,N253220003969790,a0j8p000001npQeAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npObAAI,Success,N253220003969863,a0j8p000001npObAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mFBvAAM,Success,N253220003969746,a0j8p000001mFBvAAM,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001noZAAAY,Success,N253220003970092,a0j8p000001noZAAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npDoAAI,Success,N253220003969943,a0j8p000001npDoAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npDFAAY,Success,N253220003969715,a0j8p000001npDFAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mznEAAQ,Success,N253220003970027,a0j8p000001mznEAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n5Q8AAI,Success,N253220003969758,a0j8p000001n5Q8AAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n0n6AAA,Success,N253220003970048,a0j8p000001n0n6AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001np1JAAQ,Success,N253220003969825,a0j8p000001np1JAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001np4nAAA,Success,N253220003969766,a0j8p000001np4nAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001np9EAAQ,Success,N253220003969767,a0j8p000001np9EAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001np6tAAA,Success,N253220003969835,a0j8p000001np6tAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nozNAAQ,Success,N253220003969950,a0j8p000001nozNAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001np1uAAA,Success,N253220003970102,a0j8p000001np1uAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nowsAAA,Success,N253220003969836,a0j8p000001nowsAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001muBjAAI,Success,N253220003969878,a0j8p000001muBjAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mGeXAAU,Success,N253220003969723,a0j8p000001mGeXAAU,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mHOqAAM,Success,N253220003969849,a0j8p000001mHOqAAM,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npOIAAY,Success,N253220003970124,a0j8p000001npOIAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npWWAAY,Success,N253220003969762,a0j8p000001npWWAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nygnAAA,Success,N253220003970000,a0j8p000001nygnAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001ny5QAAQ,Success,N253220003970060,a0j8p000001ny5QAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nz3EAAQ,Success,N253220003970099,a0j8p000001nz3EAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nwNhAAI,Success,N253220003970086,a0j8p000001nwNhAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001noRTAAY,Success,N253220003969789,a0j8p000001noRTAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001noV1AAI,Success,N253220003969989,a0j8p000001noV1AAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001m8zeAAA,Success,N253220003970023,a0j8p000001m8zeAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001np9OAAQ,Success,N253220003969826,a0j8p000001np9OAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nt9sAAA,Success,N253220003970081,a0j8p000001nt9sAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nADyAAM,Success,N253220003969704,a0j8p000001nADyAAM,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n912AAA,Success,N253220003969995,a0j8p000001n912AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mrYIAAY,Success,N253220003969961,a0j8p000001mrYIAAY,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nFeuAAE,Success,N253220003969999,a0j8p000001nFeuAAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nHcCAAU,Success,N253220003969964,a0j8p000001nHcCAAU,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n4qLAAQ,Success,N253220003969760,a0j8p000001n4qLAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001myM0AAI,Success,N253220003969780,a0j8p000001myM0AAI,Paid,2022-09-12T06:35:28Z,Item Updated
