"ID","CBS LOAN STATUS","ID","STATUS"
"0068p000003tX8FAAU","Disbursed","0068p000003tX8FAAU","Item Updated"
"0068p000003tX8PAAU","Disbursed","0068p000003tX8PAAU","Item Updated"
"0068p000003tX8tAAE","Disbursed","0068p000003tX8tAAE","Item Updated"
"0068p000003tXBJAA2","Disbursed","0068p000003tXBJAA2","Item Updated"
"0068p000003tXCRAA2","Disbursed","0068p000003tXCRAA2","Item Updated"
"0068p000003tXBYAA2","Disbursed","0068p000003tXBYAA2","Item Updated"
"0068p000003tXBnAAM","Disbursed","0068p000003tXBnAAM","Item Updated"
"0068p000003tXEhAAM","Disbursed","0068p000003tXEhAAM","Item Updated"
"0068p000003tWJ4AAM","Disbursed","0068p000003tWJ4AAM","Item Updated"
"0068p000003tqJ5AAI","Disbursed","0068p000003tqJ5AAI","Item Updated"
"0068p000003srauAAA","Disbursed","0068p000003srauAAA","Item Updated"
"0068p000003srftAAA","Disbursed","0068p000003srftAAA","Item Updated"
"0068p000003to2QAAQ","Disbursed","0068p000003to2QAAQ","Item Updated"
"0068p000003tJlJAAU","Disbursed","0068p000003tJlJAAU","Item Updated"
"0068p000003tpeWAAQ","Disbursed","0068p000003tpeWAAQ","Item Updated"
"0068p000003tnq0AAA","Disbursed","0068p000003tnq0AAA","Item Updated"
"0068p000003srvGAAQ","Disbursed","0068p000003srvGAAQ","Item Updated"
"0068p000003tWqxAAE","Disbursed","0068p000003tWqxAAE","Item Updated"
"0068p000003tXgZAAU","Disbursed","0068p000003tXgZAAU","Item Updated"
"0068p000003tXgtAAE","Disbursed","0068p000003tXgtAAE","Item Updated"
"0068p000003tXjBAAU","Disbursed","0068p000003tXjBAAU","Item Updated"
"0068p000003tXmFAAU","Disbursed","0068p000003tXmFAAU","Item Updated"
"0068p000003tXm5AAE","Disbursed","0068p000003tXm5AAE","Item Updated"
"0068p000003tXmUAAU","Disbursed","0068p000003tXmUAAU","Item Updated"
"0068p000003tXmZAAU","Disbursed","0068p000003tXmZAAU","Item Updated"
"0068p000003tXo1AAE","Disbursed","0068p000003tXo1AAE","Item Updated"
"0068p000003tXncAAE","Disbursed","0068p000003tXncAAE","Item Updated"
"0068p000003tXoQAAU","Disbursed","0068p000003tXoQAAU","Item Updated"
"0068p000003tXnwAAE","Disbursed","0068p000003tXnwAAE","Item Updated"
"0068p000003tXq2AAE","Disbursed","0068p000003tXq2AAE","Item Updated"
"0068p000003tXq7AAE","Disbursed","0068p000003tXq7AAE","Item Updated"
"0068p000003tBKGAA2","Disbursed","0068p000003tBKGAA2","Item Updated"
"0068p000003tpGgAAI","Disbursed","0068p000003tpGgAAI","Item Updated"
"0068p000003tk3xAAA","Disbursed","0068p000003tk3xAAA","Item Updated"
"0068p000003tFKoAAM","Disbursed","0068p000003tFKoAAM","Item Updated"
"0068p000003tnnaAAA","Disbursed","0068p000003tnnaAAA","Item Updated"
"0068p000003tiwHAAQ","Disbursed","0068p000003tiwHAAQ","Item Updated"
"0068p000003tWEiAAM","Disbursed","0068p000003tWEiAAM","Item Updated"
"0068p000003tqF8AAI","Disbursed","0068p000003tqF8AAI","Item Updated"
"0068p000003tqqJAAQ","Disbursed","0068p000003tqqJAAQ","Item Updated"
"0068p000003tfFrAAI","Disbursed","0068p000003tfFrAAI","Item Updated"
"0068p000003toPXAAY","Disbursed","0068p000003toPXAAY","Item Updated"
"0068p000003tjYkAAI","Disbursed","0068p000003tjYkAAI","Item Updated"
"0068p000003tWfEAAU","Disbursed","0068p000003tWfEAAU","Item Updated"
"0068p000003tikaAAA","Disbursed","0068p000003tikaAAA","Item Updated"
"0068p000003tqrqAAA","Disbursed","0068p000003tqrqAAA","Item Updated"
"0068p000003t9xZAAQ","Disbursed","0068p000003t9xZAAQ","Item Updated"
"0068p000003tpWAAAY","Disbursed","0068p000003tpWAAAY","Item Updated"
"0068p000003tXihAAE","Disbursed","0068p000003tXihAAE","Item Updated"
"0068p000003t6sXAAQ","Disbursed","0068p000003t6sXAAQ","Item Updated"
"0068p000003tjZJAAY","Disbursed","0068p000003tjZJAAY","Item Updated"
"0068p000003taxQAAQ","Disbursed","0068p000003taxQAAQ","Item Updated"
"0068p000003tJldAAE","Disbursed","0068p000003tJldAAE","Item Updated"
"0068p000003tJoOAAU","Disbursed","0068p000003tJoOAAU","Item Updated"
"0068p000003tFltAAE","Disbursed","0068p000003tFltAAE","Item Updated"
"0068p000003tlugAAA","Disbursed","0068p000003tlugAAA","Item Updated"
"0068p000003tlvKAAQ","Disbursed","0068p000003tlvKAAQ","Item Updated"
"0068p000003tlvjAAA","Disbursed","0068p000003tlvjAAA","Item Updated"
"0068p000003tlvtAAA","Disbursed","0068p000003tlvtAAA","Item Updated"
"0068p000003tndFAAQ","Disbursed","0068p000003tndFAAQ","Item Updated"
"0068p000003tndUAAQ","Disbursed","0068p000003tndUAAQ","Item Updated"
"0068p000003tndyAAA","Disbursed","0068p000003tndyAAA","Item Updated"
"0068p000003totfAAA","Disbursed","0068p000003totfAAA","Item Updated"
"0068p000003totpAAA","Disbursed","0068p000003totpAAA","Item Updated"
"0068p000003tou4AAA","Disbursed","0068p000003tou4AAA","Item Updated"
"0068p000003touiAAA","Disbursed","0068p000003touiAAA","Item Updated"
"0068p000003tovMAAQ","Disbursed","0068p000003tovMAAQ","Item Updated"
"0068p000003tWneAAE","Disbursed","0068p000003tWneAAE","Item Updated"
"0068p000003tWohAAE","Disbursed","0068p000003tWohAAE","Item Updated"
"0068p000003tWqTAAU","Disbursed","0068p000003tWqTAAU","Item Updated"
"0068p000003tWqdAAE","Disbursed","0068p000003tWqdAAE","Item Updated"
"0068p000003stDKAAY","Disbursed","0068p000003stDKAAY","Item Updated"
"0068p000003stJ0AAI","Disbursed","0068p000003stJ0AAI","Item Updated"
"0068p000003stJFAAY","Disbursed","0068p000003stJFAAY","Item Updated"
"0068p000003stKIAAY","Disbursed","0068p000003stKIAAY","Item Updated"
"0068p000003stJoAAI","Disbursed","0068p000003stJoAAI","Item Updated"
"0068p000003stAKAAY","Disbursed","0068p000003stAKAAY","Item Updated"
"0068p000003stCkAAI","Disbursed","0068p000003stCkAAI","Item Updated"
"0068p000003stCfAAI","Disbursed","0068p000003stCfAAI","Item Updated"
"0068p000003stCzAAI","Disbursed","0068p000003stCzAAI","Item Updated"
"0068p000003tqVnAAI","Disbursed","0068p000003tqVnAAI","Item Updated"
"0068p000003tvOLAAY","Disbursed","0068p000003tvOLAAY","Item Updated"
"0068p000003tafeAAA","Disbursed","0068p000003tafeAAA","Item Updated"
"0068p000003talMAAQ","Disbursed","0068p000003talMAAQ","Item Updated"
"0068p000003tqoNAAQ","Disbursed","0068p000003tqoNAAQ","Item Updated"
"0068p000003tpDcAAI","Disbursed","0068p000003tpDcAAI","Item Updated"
"0068p000003ti4AAAQ","Disbursed","0068p000003ti4AAAQ","Item Updated"
"0068p000003tpNMAAY","Disbursed","0068p000003tpNMAAY","Item Updated"
"0068p000003tduaAAA","Disbursed","0068p000003tduaAAA","Item Updated"
"0068p000003tdv6AAA","Disbursed","0068p000003tdv6AAA","Item Updated"
"0068p000003tdxdAAA","Disbursed","0068p000003tdxdAAA","Item Updated"
"0068p000003tdy7AAA","Disbursed","0068p000003tdy7AAA","Item Updated"
"0068p000003teRNAAY","Disbursed","0068p000003teRNAAY","Item Updated"
"0068p000003teSaAAI","Disbursed","0068p000003teSaAAI","Item Updated"
"0068p000003teSLAAY","Disbursed","0068p000003teSLAAY","Item Updated"
"0068p000003tqQQAAY","Disbursed","0068p000003tqQQAAY","Item Updated"
"0068p000003tFCbAAM","Disbursed","0068p000003tFCbAAM","Item Updated"
"0068p000003tFD0AAM","Disbursed","0068p000003tFD0AAM","Item Updated"
"0068p000003tFDAAA2","Disbursed","0068p000003tFDAAA2","Item Updated"
"0068p000003tJjrAAE","Disbursed","0068p000003tJjrAAE","Item Updated"
"0068p000003tolwAAA","Disbursed","0068p000003tolwAAA","Item Updated"
"0068p000003toobAAA","Disbursed","0068p000003toobAAA","Item Updated"
"0068p000003tVuaAAE","Disbursed","0068p000003tVuaAAE","Item Updated"
"0068p000003tnzCAAQ","Disbursed","0068p000003tnzCAAQ","Item Updated"
"0068p000003t9WVAAY","Disbursed","0068p000003t9WVAAY","Item Updated"
"0068p000003t9YIAAY","Disbursed","0068p000003t9YIAAY","Item Updated"
"0068p000003t9YwAAI","Disbursed","0068p000003t9YwAAI","Item Updated"
"0068p000003tBKfAAM","Disbursed","0068p000003tBKfAAM","Item Updated"
"0068p000003tBN5AAM","Disbursed","0068p000003tBN5AAM","Item Updated"
"0068p000003tBNZAA2","Disbursed","0068p000003tBNZAA2","Item Updated"
"0068p000003tBNFAA2","Disbursed","0068p000003tBNFAA2","Item Updated"
"0068p000003tBNtAAM","Disbursed","0068p000003tBNtAAM","Item Updated"
"0068p000003ssi9AAA","Disbursed","0068p000003ssi9AAA","Item Updated"
"0068p000003ssi4AAA","Disbursed","0068p000003ssi4AAA","Item Updated"
"0068p000003ssiJAAQ","Disbursed","0068p000003ssiJAAQ","Item Updated"
"0068p000003ssiOAAQ","Disbursed","0068p000003ssiOAAQ","Item Updated"
"0068p000003sskUAAQ","Disbursed","0068p000003sskUAAQ","Item Updated"
"0068p000003tYhhAAE","Disbursed","0068p000003tYhhAAE","Item Updated"
"0068p000003tYiBAAU","Disbursed","0068p000003tYiBAAU","Item Updated"
"0068p000003tYiGAAU","Disbursed","0068p000003tYiGAAU","Item Updated"
"0068p000003tYkWAAU","Disbursed","0068p000003tYkWAAU","Item Updated"
"0068p000003tYkMAAU","Disbursed","0068p000003tYkMAAU","Item Updated"
"0068p000003tYkCAAU","Disbursed","0068p000003tYkCAAU","Item Updated"
"0068p000003tVdeAAE","Disbursed","0068p000003tVdeAAE","Item Updated"
"0068p000003tVYZAA2","Disbursed","0068p000003tVYZAA2","Item Updated"
"0068p000003tW8QAAU","Disbursed","0068p000003tW8QAAU","Item Updated"
"0068p000003tpEBAAY","Disbursed","0068p000003tpEBAAY","Item Updated"
"0068p000003tp71AAA","Disbursed","0068p000003tp71AAA","Item Updated"
"0068p000003tpHUAAY","Disbursed","0068p000003tpHUAAY","Item Updated"
"0068p000003tpJBAAY","Disbursed","0068p000003tpJBAAY","Item Updated"
"0068p000003tpJzAAI","Disbursed","0068p000003tpJzAAI","Item Updated"
"0068p000003tpC1AAI","Disbursed","0068p000003tpC1AAI","Item Updated"
"0068p000003tpkaAAA","Disbursed","0068p000003tpkaAAA","Item Updated"
"0068p000003srZrAAI","Disbursed","0068p000003srZrAAI","Item Updated"
"0068p000003tW8pAAE","Disbursed","0068p000003tW8pAAE","Item Updated"
"0068p000003tW99AAE","Disbursed","0068p000003tW99AAE","Item Updated"
"0068p000003tWB0AAM","Disbursed","0068p000003tWB0AAM","Item Updated"
"0068p000003tW9EAAU","Disbursed","0068p000003tW9EAAU","Item Updated"
"0068p000003tWDfAAM","Disbursed","0068p000003tWDfAAM","Item Updated"
"0068p000003tWDbAAM","Disbursed","0068p000003tWDbAAM","Item Updated"
"0068p000003tW8RAAU","Disbursed","0068p000003tW8RAAU","Item Updated"
"0068p000003tWG0AAM","Disbursed","0068p000003tWG0AAM","Item Updated"
"0068p000003tX41AAE","Disbursed","0068p000003tX41AAE","Item Updated"
"0068p000003tX6xAAE","Disbursed","0068p000003tX6xAAE","Item Updated"
"0068p000003tX6nAAE","Disbursed","0068p000003tX6nAAE","Item Updated"
"0068p000003tX3IAAU","Disbursed","0068p000003tX3IAAU","Item Updated"
"0068p000003tX13AAE","Disbursed","0068p000003tX13AAE","Item Updated"
"0068p000003tX3XAAU","Disbursed","0068p000003tX3XAAU","Item Updated"
"0068p000003tjeLAAQ","Disbursed","0068p000003tjeLAAQ","Item Updated"
"0068p000003tjfEAAQ","Disbursed","0068p000003tjfEAAQ","Item Updated"
"0068p000003tjyMAAQ","Disbursed","0068p000003tjyMAAQ","Item Updated"
"0068p000003tk4CAAQ","Disbursed","0068p000003tk4CAAQ","Item Updated"
"0068p000003tk4MAAQ","Disbursed","0068p000003tk4MAAQ","Item Updated"
"0068p000003tpkuAAA","Disbursed","0068p000003tpkuAAA","Item Updated"
"0068p000003tplqAAA","Disbursed","0068p000003tplqAAA","Item Updated"
"0068p000003to4HAAQ","Disbursed","0068p000003to4HAAQ","Item Updated"
"0068p000003to8FAAQ","Disbursed","0068p000003to8FAAQ","Item Updated"
"0068p000003toDeAAI","Disbursed","0068p000003toDeAAI","Item Updated"
"0068p000003tod2AAA","Disbursed","0068p000003tod2AAA","Item Updated"
"0068p000003tocHAAQ","Disbursed","0068p000003tocHAAQ","Item Updated"
"0068p000003tobzAAA","Disbursed","0068p000003tobzAAA","Item Updated"
"0068p000003tocJAAQ","Disbursed","0068p000003tocJAAQ","Item Updated"
"0068p000003tqXpAAI","Disbursed","0068p000003tqXpAAI","Item Updated"
"0068p000003tv1VAAQ","Disbursed","0068p000003tv1VAAQ","Item Updated"
"0068p000003tv8qAAA","Disbursed","0068p000003tv8qAAA","Item Updated"
"0068p000003tvASAAY","Disbursed","0068p000003tvASAAY","Item Updated"
"0068p000003tvCsAAI","Disbursed","0068p000003tvCsAAI","Item Updated"
"0068p000003tWzfAAE","Disbursed","0068p000003tWzfAAE","Item Updated"
"0068p000003tWzzAAE","Disbursed","0068p000003tWzzAAE","Item Updated"
"0068p000003tX2tAAE","Disbursed","0068p000003tX2tAAE","Item Updated"
"0068p000003tX38AAE","Disbursed","0068p000003tX38AAE","Item Updated"
"0068p000003tpf5AAA","Disbursed","0068p000003tpf5AAA","Item Updated"
"0068p000003tpgZAAQ","Disbursed","0068p000003tpgZAAQ","Item Updated"
"0068p000003taiNAAQ","Disbursed","0068p000003taiNAAQ","Item Updated"
"0068p000003tpkBAAQ","Disbursed","0068p000003tpkBAAQ","Item Updated"
"0068p000003tpoUAAQ","Disbursed","0068p000003tpoUAAQ","Item Updated"
"0068p000003tpQYAAY","Disbursed","0068p000003tpQYAAY","Item Updated"
"0068p000003tWfdAAE","Disbursed","0068p000003tWfdAAE","Item Updated"
"0068p000003tqGQAAY","Disbursed","0068p000003tqGQAAY","Item Updated"
"0068p000003tqc6AAA","Disbursed","0068p000003tqc6AAA","Item Updated"
"0068p000003thuAAAQ","Disbursed","0068p000003thuAAAQ","Item Updated"
"0068p000003tiIuAAI","Disbursed","0068p000003tiIuAAI","Item Updated"
"0068p000003tfWeAAI","Disbursed","0068p000003tfWeAAI","Item Updated"
"0068p000003tb9HAAQ","Disbursed","0068p000003tb9HAAQ","Item Updated"
"0068p000003tJgZAAU","Disbursed","0068p000003tJgZAAU","Item Updated"
"0068p000003tBKVAA2","Disbursed","0068p000003tBKVAA2","Item Updated"
"0068p000003tY5zAAE","Disbursed","0068p000003tY5zAAE","Item Updated"
"0068p000003tVV6AAM","Disbursed","0068p000003tVV6AAM","Item Updated"
"0068p000003tpJfAAI","Disbursed","0068p000003tpJfAAI","Item Updated"
"0068p000003tX3wAAE","Disbursed","0068p000003tX3wAAE","Item Updated"
"0068p000003tpowAAA","Disbursed","0068p000003tpowAAA","Item Updated"
"0068p000003tX2jAAE","Disbursed","0068p000003tX2jAAE","Item Updated"
"0068p000003tVvxAAE","Disbursed","0068p000003tVvxAAE","Item Updated"
"0068p000003tlMlAAI","Disbursed","0068p000003tlMlAAI","Item Updated"
"0068p000003tJlTAAU","Disbursed","0068p000003tJlTAAU","Item Updated"
"0068p000003tXjLAAU","Disbursed","0068p000003tXjLAAU","Item Updated"
"0068p000003tkKmAAI","Disbursed","0068p000003tkKmAAI","Item Updated"
"0068p000003sP2sAAE","Disbursed","0068p000003sP2sAAE","Item Updated"
"0068p000003tmv9AAA","Disbursed","0068p000003tmv9AAA","Item Updated"
"0068p000003teJOAAY","Disbursed","0068p000003teJOAAY","Item Updated"
"0068p000003tndeAAA","Disbursed","0068p000003tndeAAA","Item Updated"
"0068p000003tWoIAAU","Disbursed","0068p000003tWoIAAU","Item Updated"
"0068p000003tVtmAAE","Disbursed","0068p000003tVtmAAE","Item Updated"
"0068p000003tVtcAAE","Disbursed","0068p000003tVtcAAE","Item Updated"
"0068p000003tVuxAAE","Disbursed","0068p000003tVuxAAE","Item Updated"
"0068p000003tYoTAAU","Disbursed","0068p000003tYoTAAU","Item Updated"
"0068p000003tYqyAAE","Disbursed","0068p000003tYqyAAE","Item Updated"
"0068p000003tqiUAAQ","Disbursed","0068p000003tqiUAAQ","Item Updated"
"0068p000003tnQFAAY","Disbursed","0068p000003tnQFAAY","Item Updated"
"0068p000003t9JbAAI","Disbursed","0068p000003t9JbAAI","Item Updated"
"0068p000003topKAAQ","Disbursed","0068p000003topKAAQ","Item Updated"
"0068p000003tpGMAAY","Disbursed","0068p000003tpGMAAY","Item Updated"
"0068p000003teTkAAI","Disbursed","0068p000003teTkAAI","Item Updated"
"0068p000003tnlKAAQ","Disbursed","0068p000003tnlKAAQ","Item Updated"
"0068p000003tnnQAAQ","Disbursed","0068p000003tnnQAAQ","Item Updated"
"0068p000003tno4AAA","Disbursed","0068p000003tno4AAA","Item Updated"
"0068p000003toaVAAQ","Disbursed","0068p000003toaVAAQ","Item Updated"
"0068p000003tomLAAQ","Disbursed","0068p000003tomLAAQ","Item Updated"
"0068p000003tolhAAA","Disbursed","0068p000003tolhAAA","Item Updated"
"0068p000003tokyAAA","Disbursed","0068p000003tokyAAA","Item Updated"
"0068p000003tnltAAA","Disbursed","0068p000003tnltAAA","Item Updated"
"0068p000003talDAAQ","Disbursed","0068p000003talDAAQ","Item Updated"
"0068p000003t6p4AAA","Disbursed","0068p000003t6p4AAA","Item Updated"
"0068p000003tpG7AAI","Disbursed","0068p000003tpG7AAI","Item Updated"
"0068p000003tk4HAAQ","Disbursed","0068p000003tk4HAAQ","Item Updated"
"0068p000003tvOpAAI","Disbursed","0068p000003tvOpAAI","Item Updated"
"0068p000003tq95AAA","Disbursed","0068p000003tq95AAA","Item Updated"
"0068p000003tpgAAAQ","Disbursed","0068p000003tpgAAAQ","Item Updated"
"0068p000003src5AAA","Disbursed","0068p000003src5AAA","Item Updated"
"0068p000003tkJLAAY","Disbursed","0068p000003tkJLAAY","Item Updated"
"0068p000003tpQHAAY","Disbursed","0068p000003tpQHAAY","Item Updated"
"0068p000003tfIWAAY","Disbursed","0068p000003tfIWAAY","Item Updated"
"0068p000003tXCHAA2","Disbursed","0068p000003tXCHAA2","Item Updated"
"0068p000003tp0vAAA","Disbursed","0068p000003tp0vAAA","Item Updated"
"0068p000003ti2xAAA","Disbursed","0068p000003ti2xAAA","Item Updated"
"0068p000003tYpbAAE","Disbursed","0068p000003tYpbAAE","Item Updated"
"0068p000003tF9UAAU","Disbursed","0068p000003tF9UAAU","Item Updated"
"0068p000003tlv5AAA","Disbursed","0068p000003tlv5AAA","Item Updated"
"0068p000003tpoFAAQ","Disbursed","0068p000003tpoFAAQ","Item Updated"
"0068p000003t9WvAAI","Disbursed","0068p000003t9WvAAI","Item Updated"
"0068p000003tXzwAAE","Disbursed","0068p000003tXzwAAE","Item Updated"
"0068p000003sQOlAAM","Disbursed","0068p000003sQOlAAM","Item Updated"
"0068p000003sP2JAAU","Disbursed","0068p000003sP2JAAU","Item Updated"
"0068p000003tniPAAQ","Disbursed","0068p000003tniPAAQ","Item Updated"
"0068p000003toN7AAI","Disbursed","0068p000003toN7AAI","Item Updated"
"0068p000003tmzLAAQ","Disbursed","0068p000003tmzLAAQ","Item Updated"
"0068p000003tqiPAAQ","Disbursed","0068p000003tqiPAAQ","Item Updated"
"0068p000003tnbJAAQ","Disbursed","0068p000003tnbJAAQ","Item Updated"
"0068p000003tZheAAE","Disbursed","0068p000003tZheAAE","Item Updated"
"0068p000003tlxkAAA","Disbursed","0068p000003tlxkAAA","Item Updated"
"0068p000003s2sKAAQ","Disbursed","0068p000003s2sKAAQ","Item Updated"
"0068p000003tq6GAAQ","Disbursed","0068p000003tq6GAAQ","Item Updated"
"0068p000003tE5gAAE","Disbursed","0068p000003tE5gAAE","Item Updated"
"0068p000003taqZAAQ","Disbursed","0068p000003taqZAAQ","Item Updated"
"0068p000003tqVTAAY","Disbursed","0068p000003tqVTAAY","Item Updated"
"0068p000003srg3AAA","Disbursed","0068p000003srg3AAA","Item Updated"
"0068p000003tkJ0AAI","Disbursed","0068p000003tkJ0AAI","Item Updated"
"0068p000003tWO2AAM","Disbursed","0068p000003tWO2AAM","Item Updated"
"0068p000003tW7kAAE","Disbursed","0068p000003tW7kAAE","Item Updated"
"0068p000003tX8jAAE","Disbursed","0068p000003tX8jAAE","Item Updated"
"0068p000003toeoAAA","Disbursed","0068p000003toeoAAA","Item Updated"
"0068p000003tfmeAAA","Disbursed","0068p000003tfmeAAA","Item Updated"
"0068p000003tYpHAAU","Disbursed","0068p000003tYpHAAU","Item Updated"
"0068p000003tFCqAAM","Disbursed","0068p000003tFCqAAM","Item Updated"
"0068p000003ssiYAAQ","Disbursed","0068p000003ssiYAAQ","Item Updated"
"0068p000003tW78AAE","Disbursed","0068p000003tW78AAE","Item Updated"
"0068p000003tW9JAAU","Disbursed","0068p000003tW9JAAU","Item Updated"
"0068p000003tphnAAA","Disbursed","0068p000003tphnAAA","Item Updated"
"0068p000003tnakAAA","Disbursed","0068p000003tnakAAA","Item Updated"
"0068p000003talHAAQ","Disbursed","0068p000003talHAAQ","Item Updated"
"0068p000003tlxzAAA","Disbursed","0068p000003tlxzAAA","Item Updated"
"0068p000003tXX6AAM","Disbursed","0068p000003tXX6AAM","Item Updated"
"0068p000003tlMfAAI","Disbursed","0068p000003tlMfAAI","Item Updated"
"0068p000003tawSAAQ","Disbursed","0068p000003tawSAAQ","Item Updated"
"0068p000003tkLBAAY","Disbursed","0068p000003tkLBAAY","Item Updated"
"0068p000003tVdjAAE","Disbursed","0068p000003tVdjAAE","Item Updated"
"0068p000003tpgPAAQ","Disbursed","0068p000003tpgPAAQ","Item Updated"
"0068p000003tq2TAAQ","Disbursed","0068p000003tq2TAAQ","Item Updated"
"0068p000003srvVAAQ","Disbursed","0068p000003srvVAAQ","Item Updated"
"0068p000003sOziAAE","Disbursed","0068p000003sOziAAE","Item Updated"
"0068p000003sTuhAAE","Disbursed","0068p000003sTuhAAE","Item Updated"
"0068p000003tp70AAA","Disbursed","0068p000003tp70AAA","Item Updated"
"0068p000003toovAAA","Disbursed","0068p000003toovAAA","Item Updated"
"0068p000003toFuAAI","Disbursed","0068p000003toFuAAI","Item Updated"
"0068p000003tq9jAAA","Disbursed","0068p000003tq9jAAA","Item Updated"
"0068p000003tk6mAAA","Disbursed","0068p000003tk6mAAA","Item Updated"
"0068p000003tJpHAAU","Disbursed","0068p000003tJpHAAU","Item Updated"
"0068p000003tYkvAAE","Disbursed","0068p000003tYkvAAE","Item Updated"
"0068p000003tXa2AAE","Disbursed","0068p000003tXa2AAE","Item Updated"
"0068p000003tlPrAAI","Disbursed","0068p000003tlPrAAI","Item Updated"
"0068p000003tY6TAAU","Disbursed","0068p000003tY6TAAU","Item Updated"
"0068p000003tabmAAA","Disbursed","0068p000003tabmAAA","Item Updated"
"0068p000003tfjRAAQ","Disbursed","0068p000003tfjRAAQ","Item Updated"
"0068p000003too2AAA","Disbursed","0068p000003too2AAA","Item Updated"
"0068p000003tB6xAAE","Disbursed","0068p000003tB6xAAE","Item Updated"
"0068p000003tpNCAAY","Disbursed","0068p000003tpNCAAY","Item Updated"
"0068p000003t6s3AAA","Disbursed","0068p000003t6s3AAA","Item Updated"
"0068p000003tfGCAAY","Disbursed","0068p000003tfGCAAY","Item Updated"
"0068p000003t9yCAAQ","Disbursed","0068p000003t9yCAAQ","Item Updated"
"0068p000003trE8AAI","Disbursed","0068p000003trE8AAI","Item Updated"
"0068p000003okzmAAA","Disbursed","0068p000003okzmAAA","Item Updated"
"0068p000003tosiAAA","Disbursed","0068p000003tosiAAA","Item Updated"
"0068p000003tje6AAA","Disbursed","0068p000003tje6AAA","Item Updated"
"0068p000003tXC2AAM","Disbursed","0068p000003tXC2AAM","Item Updated"
"0068p000003tociAAA","Disbursed","0068p000003tociAAA","Item Updated"
"0068p000003tVaZAAU","Disbursed","0068p000003tVaZAAU","Item Updated"
"0068p000003tE6FAAU","Disbursed","0068p000003tE6FAAU","Item Updated"
"0068p000003s2s5AAA","Disbursed","0068p000003s2s5AAA","Item Updated"
"0068p000003tXj6AAE","Disbursed","0068p000003tXj6AAE","Item Updated"
"0068p000003sQTnAAM","Disbursed","0068p000003sQTnAAM","Item Updated"
"0068p000003tmzVAAQ","Disbursed","0068p000003tmzVAAQ","Item Updated"
"0068p000003tZUzAAM","Disbursed","0068p000003tZUzAAM","Item Updated"
"0068p000003ol0PAAQ","Disbursed","0068p000003ol0PAAQ","Item Updated"
"0068p000003taaZAAQ","Disbursed","0068p000003taaZAAQ","Item Updated"
"0068p000003takxAAA","Disbursed","0068p000003takxAAA","Item Updated"
"0068p000003to0ZAAQ","Disbursed","0068p000003to0ZAAQ","Item Updated"
"0068p000003tXnmAAE","Disbursed","0068p000003tXnmAAE","Item Updated"
"0068p000003srsXAAQ","Disbursed","0068p000003srsXAAQ","Item Updated"
"0068p000003tluqAAA","Disbursed","0068p000003tluqAAA","Item Updated"
"0068p000003stEqAAI","Disbursed","0068p000003stEqAAI","Item Updated"
"0068p000003teS1AAI","Disbursed","0068p000003teS1AAI","Item Updated"
"0068p000003srvLAAQ","Disbursed","0068p000003srvLAAQ","Item Updated"
"0068p000003tXuOAAU","Disbursed","0068p000003tXuOAAU","Item Updated"
"0068p000003tY5BAAU","Disbursed","0068p000003tY5BAAU","Item Updated"
"0068p000003sQUvAAM","Disbursed","0068p000003sQUvAAM","Item Updated"
"0068p000003sOxrAAE","Disbursed","0068p000003sOxrAAE","Item Updated"
"0068p000003tbDnAAI","Disbursed","0068p000003tbDnAAI","Item Updated"
"0068p000003tow5AAA","Disbursed","0068p000003tow5AAA","Item Updated"
"0068p000003tnyxAAA","Disbursed","0068p000003tnyxAAA","Item Updated"
"0068p000003toQ6AAI","Disbursed","0068p000003toQ6AAI","Item Updated"
"0068p000003tikQAAQ","Disbursed","0068p000003tikQAAQ","Item Updated"
"0068p000003tqj8AAA","Disbursed","0068p000003tqj8AAA","Item Updated"
"0068p000003t6smAAA","Disbursed","0068p000003t6smAAA","Item Updated"
"0068p000003tXgFAAU","Disbursed","0068p000003tXgFAAU","Item Updated"
"0068p000003teNaAAI","Disbursed","0068p000003teNaAAI","Item Updated"
"0068p000003tWggAAE","Disbursed","0068p000003tWggAAE","Item Updated"
"0068p000003t9VwAAI","Disbursed","0068p000003t9VwAAI","Item Updated"
"0068p000003tq24AAA","Disbursed","0068p000003tq24AAA","Item Updated"
"0068p000003tA3HAAU","Disbursed","0068p000003tA3HAAU","Item Updated"
"0068p000003talbAAA","Disbursed","0068p000003talbAAA","Item Updated"
"0068p000003tahtAAA","Disbursed","0068p000003tahtAAA","Item Updated"
"0068p000003src0AAA","Disbursed","0068p000003src0AAA","Item Updated"
"0068p000003srgSAAQ","Disbursed","0068p000003srgSAAQ","Item Updated"
"0068p000003tlOtAAI","Disbursed","0068p000003tlOtAAI","Item Updated"
"0068p000003tjYuAAI","Disbursed","0068p000003tjYuAAI","Item Updated"
"0068p000003tfjMAAQ","Disbursed","0068p000003tfjMAAQ","Item Updated"
"0068p000003tqpuAAA","Disbursed","0068p000003tqpuAAA","Item Updated"
"0068p000003tWFCAA2","Disbursed","0068p000003tWFCAA2","Item Updated"
"0068p000003tpKqAAI","Disbursed","0068p000003tpKqAAI","Item Updated"
"0068p000003tpebAAA","Disbursed","0068p000003tpebAAA","Item Updated"
"0068p000003st7VAAQ","Disbursed","0068p000003st7VAAQ","Item Updated"
"0068p000003tav5AAA","Disbursed","0068p000003tav5AAA","Item Updated"
