"ID","?CBS LOAN STATUS","ID","STATUS"
"0068p000003o2KQAAY","Disbursed","0068p000003o2KQAAY","Item Updated"
"0068p000003o2RVAAY","Disbursed","0068p000003o2RVAAY","Item Updated"
"0068p000003o2RGAAY","Disbursed","0068p000003o2RGAAY","Item Updated"
"0068p000003o2QwAAI","Disbursed","0068p000003o2QwAAI","Item Updated"
"0068p000003o2PoAAI","Disbursed","0068p000003o2PoAAI","Item Updated"
"0068p000003o2QDAAY","Disbursed","0068p000003o2QDAAY","Item Updated"
"0068p000003p7oBAAQ","Disbursed","0068p000003p7oBAAQ","Item Updated"
"0068p000003p7nSAAQ","Disbursed","0068p000003p7nSAAQ","Item Updated"
"0068p000003pJjsAAE","Disbursed","0068p000003pJjsAAE","Item Updated"
"0068p000003oichAAA","Disbursed","0068p000003oichAAA","Item Updated"
"0068p000003oicwAAA","Disbursed","0068p000003oicwAAA","Item Updated"
"0068p000003o7SEAAY","Disbursed","0068p000003o7SEAAY","Item Updated"
"0068p000003pFrgAAE","Disbursed","0068p000003pFrgAAE","Item Updated"
"0068p000003pFrbAAE","Disbursed","0068p000003pFrbAAE","Item Updated"
"0068p000003pFsKAAU","Disbursed","0068p000003pFsKAAU","Item Updated"
"0068p000003pFTQAA2","Disbursed","0068p000003pFTQAA2","Item Updated"
"0068p000003oid6AAA","Disbursed","0068p000003oid6AAA","Item Updated"
"0068p000003pH1XAAU","Disbursed","0068p000003pH1XAAU","Item Updated"
"0068p000003nvVvAAI","Disbursed","0068p000003nvVvAAI","Item Updated"
"0068p000003o2R1AAI","Disbursed","0068p000003o2R1AAI","Item Updated"
"0068p000003nvVZAAY","Disbursed","0068p000003nvVZAAY","Item Updated"
"0068p000003nvWFAAY","Disbursed","0068p000003nvWFAAY","Item Updated"
"0068p000003nvQNAAY","Disbursed","0068p000003nvQNAAY","Item Updated"
"0068p000003nvXDAAY","Disbursed","0068p000003nvXDAAY","Item Updated"
"0068p000003ojNJAAY","Disbursed","0068p000003ojNJAAY","Item Updated"
"0068p000003pGJdAAM","Disbursed","0068p000003pGJdAAM","Item Updated"
"0068p000003pGKWAA2","Disbursed","0068p000003pGKWAA2","Item Updated"
"0068p000003n4HXAAY","Disbursed","0068p000003n4HXAAY","Item Updated"
"0068p000003n4H3AAI","Disbursed","0068p000003n4H3AAI","Item Updated"
"0068p000003oluRAAQ","Disbursed","0068p000003oluRAAQ","Item Updated"
"0068p000003o53bAAA","Disbursed","0068p000003o53bAAA","Item Updated"
"0068p000003o53lAAA","Disbursed","0068p000003o53lAAA","Item Updated"
"0068p000003nEuQAAU","Disbursed","0068p000003nEuQAAU","Item Updated"
"0068p000003o5tpAAA","Disbursed","0068p000003o5tpAAA","Item Updated"
"0068p000003pKg9AAE","Disbursed","0068p000003pKg9AAE","Item Updated"
"0068p000003pKioAAE","Disbursed","0068p000003pKioAAE","Item Updated"
"0068p000003pKhqAAE","Disbursed","0068p000003pKhqAAE","Item Updated"
"0068p000003pKjDAAU","Disbursed","0068p000003pKjDAAU","Item Updated"
"0068p000003o7RBAAY","Disbursed","0068p000003o7RBAAY","Item Updated"
"0068p000003o7N9AAI","Disbursed","0068p000003o7N9AAI","Item Updated"
"0068p000003omHTAAY","Disbursed","0068p000003omHTAAY","Item Updated"
"0068p000003omH4AAI","Disbursed","0068p000003omH4AAI","Item Updated"
"0068p000003oltnAAA","Disbursed","0068p000003oltnAAA","Item Updated"
"0068p000003o5cMAAQ","Disbursed","0068p000003o5cMAAQ","Item Updated"
"0068p000003oCrKAAU","Disbursed","0068p000003oCrKAAU","Item Updated"
"0068p000003oli9AAA","Disbursed","0068p000003oli9AAA","Item Updated"
"0068p000003oliyAAA","Disbursed","0068p000003oliyAAA","Item Updated"
"0068p000003pKiKAAU","Disbursed","0068p000003pKiKAAU","Item Updated"
"0068p000003p9QEAAY","Disbursed","0068p000003p9QEAAY","Item Updated"
"0068p000003p9Q9AAI","Disbursed","0068p000003p9Q9AAI","Item Updated"
"0068p000003p9Q4AAI","Disbursed","0068p000003p9Q4AAI","Item Updated"
"0068p000003pJk7AAE","Disbursed","0068p000003pJk7AAE","Item Updated"
"0068p000003n4HcAAI","Disbursed","0068p000003n4HcAAI","Item Updated"
"0068p000003oBVSAA2","Disbursed","0068p000003oBVSAA2","Item Updated"
"0068p000003n4DJAAY","Disbursed","0068p000003n4DJAAY","Item Updated"
"0068p000003pIWqAAM","Disbursed","0068p000003pIWqAAM","Item Updated"
"0068p000003n4CuAAI","Disbursed","0068p000003n4CuAAI","Item Updated"
"0068p000003p7nrAAA","Disbursed","0068p000003p7nrAAA","Item Updated"
"0068p000003oigiAAA","Disbursed","0068p000003oigiAAA","Item Updated"
"0068p000003o540AAA","Disbursed","0068p000003o540AAA","Item Updated"
"0068p000003o53WAAQ","Disbursed","0068p000003o53WAAQ","Item Updated"
"0068p000003p4RuAAI","Disbursed","0068p000003p4RuAAI","Item Updated"
"0068p000003p4TdAAI","Disbursed","0068p000003p4TdAAI","Item Updated"
"0068p000003p4klAAA","Disbursed","0068p000003p4klAAA","Item Updated"
"0068p000003pId9AAE","Disbursed","0068p000003pId9AAE","Item Updated"
"0068p000003pIaoAAE","Disbursed","0068p000003pIaoAAE","Item Updated"
"0068p000003pIbSAAU","Disbursed","0068p000003pIbSAAU","Item Updated"
"0068p000003pIaZAAU","Disbursed","0068p000003pIaZAAU","Item Updated"
"0068p000003pIUiAAM","Disbursed","0068p000003pIUiAAM","Item Updated"
"0068p000003ojMuAAI","Disbursed","0068p000003ojMuAAI","Item Updated"
"0068p000003ojLGAAY","Disbursed","0068p000003ojLGAAY","Item Updated"
"0068p000003ojKmAAI","Disbursed","0068p000003ojKmAAI","Item Updated"
"0068p000003ojNnAAI","Disbursed","0068p000003ojNnAAI","Item Updated"
"0068p000003ojKcAAI","Disbursed","0068p000003ojKcAAI","Item Updated"
"0068p000003o7RpAAI","Disbursed","0068p000003o7RpAAI","Item Updated"
"0068p000003o7RQAAY","Disbursed","0068p000003o7RQAAY","Item Updated"
"0068p000003oTPzAAM","Disbursed","0068p000003oTPzAAM","Item Updated"
"0068p000003oTPbAAM","Disbursed","0068p000003oTPbAAM","Item Updated"
"0068p000003oTQJAA2","Disbursed","0068p000003oTQJAA2","Item Updated"
"0068p000003oTRvAAM","Disbursed","0068p000003oTRvAAM","Item Updated"
"0068p000003p4RkAAI","Disbursed","0068p000003p4RkAAI","Item Updated"
"0068p000003o5uxAAA","Disbursed","0068p000003o5uxAAA","Item Updated"
"0068p000003o5uYAAQ","Disbursed","0068p000003o5uYAAQ","Item Updated"
"0068p000003o5wWAAQ","Disbursed","0068p000003o5wWAAQ","Item Updated"
"0068p000003o5reAAA","Disbursed","0068p000003o5reAAA","Item Updated"
"0068p000003pNPjAAM","Disbursed","0068p000003pNPjAAM","Item Updated"
"0068p000003pNMkAAM","Disbursed","0068p000003pNMkAAM","Item Updated"
"0068p000003omGzAAI","Disbursed","0068p000003omGzAAI","Item Updated"
"0068p000003omHsAAI","Disbursed","0068p000003omHsAAI","Item Updated"
"0068p000003pNNYAA2","Disbursed","0068p000003pNNYAA2","Item Updated"
"0068p000003pHDLAA2","Disbursed","0068p000003pHDLAA2","Item Updated"
"0068p000003pNMuAAM","Disbursed","0068p000003pNMuAAM","Item Updated"
"0068p000003pNNEAA2","Disbursed","0068p000003pNNEAA2","Item Updated"
"0068p000003nEstAAE","Disbursed","0068p000003nEstAAE","Item Updated"
"0068p000003ojL1AAI","Disbursed","0068p000003ojL1AAI","Item Updated"
"0068p000003ojNdAAI","Disbursed","0068p000003ojNdAAI","Item Updated"
"0068p000003oTQYAA2","Disbursed","0068p000003oTQYAA2","Item Updated"
"0068p000003oTRWAA2","Disbursed","0068p000003oTRWAA2","Item Updated"
"0068p000003p7okAAA","Disbursed","0068p000003p7okAAA","Item Updated"
"0068p000003pIayAAE","Disbursed","0068p000003pIayAAE","Item Updated"
"0068p000003o7RaAAI","Disbursed","0068p000003o7RaAAI","Item Updated"
"0068p000003nEt3AAE","Disbursed","0068p000003nEt3AAE","Item Updated"
"0068p000003o53MAAQ","Disbursed","0068p000003o53MAAQ","Item Updated"
"0068p000003o54KAAQ","Disbursed","0068p000003o54KAAQ","Item Updated"
"0068p000003o5rDAAQ","Disbursed","0068p000003o5rDAAQ","Item Updated"
"0068p000003o5uiAAA","Disbursed","0068p000003o5uiAAA","Item Updated"
"0068p000003oidBAAQ","Disbursed","0068p000003oidBAAQ","Item Updated"
"0068p000003oidaAAA","Disbursed","0068p000003oidaAAA","Item Updated"
"0068p000003p4S4AAI","Disbursed","0068p000003p4S4AAI","Item Updated"
"0068p000003p4TxAAI","Disbursed","0068p000003p4TxAAI","Item Updated"
"0068p000003p4UMAAY","Disbursed","0068p000003p4UMAAY","Item Updated"
"0068p000003p7xWAAQ","Disbursed","0068p000003p7xWAAQ","Item Updated"
"0068p000003p7rdAAA","Disbursed","0068p000003p7rdAAA","Item Updated"
"0068p000003p9PkAAI","Disbursed","0068p000003p9PkAAI","Item Updated"
"0068p000003p9QTAAY","Disbursed","0068p000003p9QTAAY","Item Updated"
"0068p000003pHDBAA2","Disbursed","0068p000003pHDBAA2","Item Updated"
"0068p000003pKgOAAU","Disbursed","0068p000003pKgOAAU","Item Updated"
"0068p000003pKhlAAE","Disbursed","0068p000003pKhlAAE","Item Updated"
"0068p000003pGJxAAM","Disbursed","0068p000003pGJxAAM","Item Updated"
"0068p000003pGKCAA2","Disbursed","0068p000003pGKCAA2","Item Updated"
"0068p000003pNK1AAM","Disbursed","0068p000003pNK1AAM","Item Updated"
"0068p000003pNNTAA2","Disbursed","0068p000003pNNTAA2","Item Updated"
"0068p000003o3CDAAY","Disbursed","0068p000003o3CDAAY","Item Updated"
"0068p000003o5cgAAA","Disbursed","0068p000003o5cgAAA","Item Updated"
"0068p000003oDCaAAM","Disbursed","0068p000003oDCaAAM","Item Updated"
"0068p000003olhVAAQ","Disbursed","0068p000003olhVAAQ","Item Updated"
"0068p000003ollDAAQ","Disbursed","0068p000003ollDAAQ","Item Updated"
"0068p000003ollSAAQ","Disbursed","0068p000003ollSAAQ","Item Updated"
"0068p000003olu7AAA","Disbursed","0068p000003olu7AAA","Item Updated"
"0068p000003oltJAAQ","Disbursed","0068p000003oltJAAQ","Item Updated"
"0068p000003omJoAAI","Disbursed","0068p000003omJoAAI","Item Updated"
"0068p000003oinkAAA","Disbursed","0068p000003oinkAAA","Item Updated"
"0068p000003pNCSAA2","Disbursed","0068p000003pNCSAA2","Item Updated"
"0068p000003p7wvAAA","Disbursed","0068p000003p7wvAAA","Item Updated"
"0068p000003p7z3AAA","Disbursed","0068p000003p7z3AAA","Item Updated"
"0068p000003olgzAAA","Disbursed","0068p000003olgzAAA","Item Updated"
"0068p000003p7oLAAQ","Disbursed","0068p000003p7oLAAQ","Item Updated"
"0068p000003o7NJAAY","Disbursed","0068p000003o7NJAAY","Item Updated"
"0068p000003nvWjAAI","Disbursed","0068p000003nvWjAAI","Item Updated"
"0068p000003pGGtAAM","Disbursed","0068p000003pGGtAAM","Item Updated"
"0068p000003nEsZAAU","Disbursed","0068p000003nEsZAAU","Item Updated"
"0068p000003pFg4AAE","Disbursed","0068p000003pFg4AAE","Item Updated"
"0068p000003olidAAA","Disbursed","0068p000003olidAAA","Item Updated"
"0068p000003nEsKAAU","Disbursed","0068p000003nEsKAAU","Item Updated"
"0068p000003nEtDAAU","Disbursed","0068p000003nEtDAAU","Item Updated"
"0068p000003pFpIAAU","Disbursed","0068p000003pFpIAAU","Item Updated"
"0068p000003nvY6AAI","Disbursed","0068p000003nvY6AAI","Item Updated"
"0068p000003ojO2AAI","Disbursed","0068p000003ojO2AAI","Item Updated"
"0068p000003oTUlAAM","Disbursed","0068p000003oTUlAAM","Item Updated"
"0068p000003pGNGAA2","Disbursed","0068p000003pGNGAA2","Item Updated"
"0068p000003ojKhAAI","Disbursed","0068p000003ojKhAAI","Item Updated"
