?FT_STATUS,UTR_NUMBER,ID,REMARKS,FT_INNITIATED_DATE,ERROR
Rejected,N253220003969815,a0j8p000001m8MU,NO SUCH ACCOUNT TYPE,2022-09-12T06:35:28Z,entity is deleted
