"ID","?CBS LOAN STATUS","ACTUAL DISBURSEMENT DATE","OPPORTUNITY STATUS","ID","APPLICATION STATUS","STATUS"
"0068p000003o4VRAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003o4VRAAY","Disbursed","Item Updated"
"0068p000003om2xAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003om2xAAA","Disbursed","Item Updated"
"0068p000003om8WAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003om8WAAQ","Disbursed","Item Updated"
"0068p000003nrgYAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003nrgYAAQ","Disbursed","Item Updated"
"0068p000003oDnMAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003oDnMAAU","Disbursed","Item Updated"
"0068p000003lQflAAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003lQflAAE","Disbursed","Item Updated"
"0068p000003sqqJAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003sqqJAAQ","Disbursed","Item Updated"
"0068p000003opD6AAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003opD6AAI","Disbursed","Item Updated"
"0068p000003o0yRAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003o0yRAAQ","Disbursed","Item Updated"
"0068p000003pWFYAA2","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pWFYAA2","Disbursed","Item Updated"
"0068p000003l4rMAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003l4rMAAQ","Disbursed","Item Updated"
"0068p000003pnWWAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pnWWAAY","Disbursed","Item Updated"
"0068p000003lUa0AAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003lUa0AAE","Disbursed","Item Updated"
"0068p000003pn5YAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pn5YAAQ","Disbursed","Item Updated"
"0068p000003rM4WAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003rM4WAAU","Disbursed","Item Updated"
"0068p000003rek4AAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003rek4AAA","Disbursed","Item Updated"
"0068p000003r5BaAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003r5BaAAI","Disbursed","Item Updated"
"0068p000003lzAhAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003lzAhAAI","Disbursed","Item Updated"
"0068p000003p4xLAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003p4xLAAQ","Disbursed","Item Updated"
"0068p000003pjbxAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pjbxAAA","Disbursed","Item Updated"
"0068p000003rKZlAAM","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003rKZlAAM","Disbursed","Item Updated"
"0068p000003mb6sAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003mb6sAAA","Disbursed","Item Updated"
"0068p000003qsYLAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qsYLAAY","Disbursed","Item Updated"
"0068p000003qVznAAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qVznAAE","Disbursed","Item Updated"
"0068p000003qipKAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qipKAAQ","Disbursed","Item Updated"
"0068p000003qVuUAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qVuUAAU","Disbursed","Item Updated"
"0068p000003nr95AAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003nr95AAA","Disbursed","Item Updated"
"0068p000003pWnRAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pWnRAAU","Disbursed","Item Updated"
"0068p000003oPewAAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003oPewAAE","Disbursed","Item Updated"
"0068p000003nmKQAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003nmKQAAY","Disbursed","Item Updated"
"0068p000003qQHoAAM","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qQHoAAM","Disbursed","Item Updated"
"0068p000003qQCwAAM","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qQCwAAM","Disbursed","Item Updated"
"0068p000003qOm1AAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qOm1AAE","Disbursed","Item Updated"
"0068p000003qifeAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qifeAAA","Disbursed","Item Updated"
"0068p000003p9T4AAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003p9T4AAI","Disbursed","Item Updated"
"0068p000003lSM1AAM","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003lSM1AAM","Disbursed","Item Updated"
"0068p000003lSlQAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003lSlQAAU","Disbursed","Item Updated"
"0068p000003l6I9AAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003l6I9AAI","Disbursed","Item Updated"
"0068p000003o3x4AAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003o3x4AAA","Disbursed","Item Updated"
"0068p000003nJjwAAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003nJjwAAE","Disbursed","Item Updated"
"0068p000003o4UEAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003o4UEAAY","Disbursed","Item Updated"
"0068p000003od8aAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003od8aAAA","Disbursed","Item Updated"
"0068p000003qwReAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qwReAAI","Disbursed","Item Updated"
"0068p000003qwRgAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qwRgAAI","Disbursed","Item Updated"
"0068p000003qsStAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qsStAAI","Disbursed","Item Updated"
"0068p000003n20EAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003n20EAAQ","Disbursed","Item Updated"
"0068p000003pTGdAAM","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pTGdAAM","Disbursed","Item Updated"
"0068p000003r9V4AAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003r9V4AAI","Disbursed","Item Updated"
"0068p000003pUv2AAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pUv2AAE","Disbursed","Item Updated"
"0068p000003pUfQAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pUfQAAU","Disbursed","Item Updated"
"0068p000003pUtmAAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pUtmAAE","Disbursed","Item Updated"
"0068p000003qMTqAAM","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qMTqAAM","Disbursed","Item Updated"
"0068p000003qp5nAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qp5nAAA","Disbursed","Item Updated"
"0068p000003qIHWAA2","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qIHWAA2","Disbursed","Item Updated"
"0068p000003rgpCAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003rgpCAAQ","Disbursed","Item Updated"
"0068p000003sHsCAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003sHsCAAU","Disbursed","Item Updated"
"0068p000003sHQVAA2","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003sHQVAA2","Disbursed","Item Updated"
"0068p000003q05JAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003q05JAAQ","Disbursed","Item Updated"
"0068p000003pcyAAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pcyAAAQ","Disbursed","Item Updated"
"0068p000003o0zGAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003o0zGAAQ","Disbursed","Item Updated"
"0068p000003rBfJAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003rBfJAAU","Disbursed","Item Updated"
"0068p000003pyk4AAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pyk4AAA","Disbursed","Item Updated"
"0068p000003oQt9AAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003oQt9AAE","Disbursed","Item Updated"
"0068p000003lkynAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003lkynAAA","Disbursed","Item Updated"
"0068p000003qih1AAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qih1AAA","Disbursed","Item Updated"
"0068p000003qVkYAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qVkYAAU","Disbursed","Item Updated"
"0068p000003ooyKAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003ooyKAAQ","Disbursed","Item Updated"
"0068p000003ixWRAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003ixWRAAY","Disbursed","Item Updated"
"0068p000003mgrWAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003mgrWAAQ","Disbursed","Item Updated"
"0068p000003lSybAAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003lSybAAE","Disbursed","Item Updated"
"0068p000003lStWAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003lStWAAU","Disbursed","Item Updated"
"0068p000003mCVxAAM","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003mCVxAAM","Disbursed","Item Updated"
"0068p000003nJjxAAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003nJjxAAE","Disbursed","Item Updated"
"0068p000003o4DVAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003o4DVAAY","Disbursed","Item Updated"
"0068p000003qp1gAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qp1gAAA","Disbursed","Item Updated"
"0068p000003pURrAAM","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pURrAAM","Disbursed","Item Updated"
"0068p000003qsTwAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qsTwAAI","Disbursed","Item Updated"
"0068p000003qsTyAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qsTyAAI","Disbursed","Item Updated"
"0068p000003qsTzAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qsTzAAI","Disbursed","Item Updated"
"0068p000003n20DAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003n20DAAQ","Disbursed","Item Updated"
"0068p000003o4MtAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003o4MtAAI","Disbursed","Item Updated"
"0068p000003qwRfAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qwRfAAI","Disbursed","Item Updated"
"0068p000003pUwMAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pUwMAAU","Disbursed","Item Updated"
"0068p000003qGmSAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qGmSAAU","Disbursed","Item Updated"
"0068p000003qMdCAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qMdCAAU","Disbursed","Item Updated"
"0068p000003qMePAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qMePAAU","Disbursed","Item Updated"
"0068p000003qI2MAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qI2MAAU","Disbursed","Item Updated"
"0068p000003rkSqAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003rkSqAAI","Disbursed","Item Updated"
"0068p000003pUfPAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pUfPAAU","Disbursed","Item Updated"
"0068p000003pyGaAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pyGaAAI","Disbursed","Item Updated"
"0068p000003pyHwAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pyHwAAI","Disbursed","Item Updated"
"0068p000003r7XgAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003r7XgAAI","Disbursed","Item Updated"
"0068p000003sDwHAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003sDwHAAU","Disbursed","Item Updated"
"0068p000003srCPAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003srCPAAY","Disbursed","Item Updated"
"0068p000003n1AyAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003n1AyAAI","Disbursed","Item Updated"
"0068p000003q1stAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003q1stAAA","Disbursed","Item Updated"
"0068p000003r9STAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003r9STAAY","Disbursed","Item Updated"
"0068p000003p7pTAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003p7pTAAQ","Disbursed","Item Updated"
"0068p000003mnEuAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003mnEuAAI","Disbursed","Item Updated"
"0068p000003obvbAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003obvbAAA","Disbursed","Item Updated"
"0068p000003r5RkAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003r5RkAAI","Disbursed","Item Updated"
"0068p000003sLm3AAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003sLm3AAE","Disbursed","Item Updated"
"0068p000003pWXrAAM","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pWXrAAM","Disbursed","Item Updated"
"0068p000003l58tAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003l58tAAA","Disbursed","Item Updated"
"0068p000003m8FOAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003m8FOAAY","Disbursed","Item Updated"
"0068p000003mlEFAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003mlEFAAY","Disbursed","Item Updated"
"0068p000003k88JAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003k88JAAQ","Disbursed","Item Updated"
"0068p000003qVZuAAM","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qVZuAAM","Disbursed","Item Updated"
"0068p000003ldUJAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003ldUJAAY","Disbursed","Item Updated"
"0068p000003mCVyAAM","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003mCVyAAM","Disbursed","Item Updated"
"0068p000003pD4QAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pD4QAAU","Disbursed","Item Updated"
"0068p000003qjaEAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qjaEAAQ","Disbursed","Item Updated"
"0068p000003oQq9AAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003oQq9AAE","Disbursed","Item Updated"
"0068p000003pVb7AAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pVb7AAE","Disbursed","Item Updated"
"0068p000003qMaSAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qMaSAAU","Disbursed","Item Updated"
"0068p000003qjwwAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qjwwAAA","Disbursed","Item Updated"
"0068p000003qMA1AAM","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qMA1AAM","Disbursed","Item Updated"
"0068p000003pYwTAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pYwTAAU","Disbursed","Item Updated"
"0068p000003paPdAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003paPdAAI","Disbursed","Item Updated"
"0068p000003pdMLAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pdMLAAY","Disbursed","Item Updated"
"0068p000003qLkNAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qLkNAAU","Disbursed","Item Updated"
"0068p000003pcQNAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pcQNAAY","Disbursed","Item Updated"
"0068p000003htJ0AAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003htJ0AAI","Disbursed","Item Updated"
"0068p000003migQAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003migQAAQ","Disbursed","Item Updated"
"0068p000003q1L4AAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003q1L4AAI","Disbursed","Item Updated"
"0068p000003mbatAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003mbatAAA","Disbursed","Item Updated"
"0068p000003o4wzAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003o4wzAAA","Disbursed","Item Updated"
"0068p000003misuAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003misuAAA","Disbursed","Item Updated"
"0068p000003syARAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003syARAAY","Disbursed","Item Updated"
"0068p000003sIxIAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003sIxIAAU","Disbursed","Item Updated"
"0068p000003qp5yAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qp5yAAA","Disbursed","Item Updated"
"0068p000003rTPMAA2","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003rTPMAA2","Disbursed","Item Updated"
"0068p000003qXdmAAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qXdmAAE","Disbursed","Item Updated"
"0068p000003p97nAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003p97nAAA","Disbursed","Item Updated"
"0068p000003rlX4AAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003rlX4AAI","Disbursed","Item Updated"
"0068p000003pjocAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pjocAAA","Disbursed","Item Updated"
"0068p000003sFbBAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003sFbBAAU","Disbursed","Item Updated"
"0068p000003s1VeAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003s1VeAAI","Disbursed","Item Updated"
"0068p000003m0bsAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003m0bsAAA","Disbursed","Item Updated"
"0068p000003r9SUAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003r9SUAAY","Disbursed","Item Updated"
"0068p000003st2nAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003st2nAAA","Disbursed","Item Updated"
"0068p000003lyR3AAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003lyR3AAI","Disbursed","Item Updated"
"0068p000003qusGAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qusGAAQ","Disbursed","Item Updated"
"0068p000003sIPlAAM","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003sIPlAAM","Disbursed","Item Updated"
"0068p000003sDklAAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003sDklAAE","Disbursed","Item Updated"
"0068p000003p5FcAAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003p5FcAAI","Disbursed","Item Updated"
"0068p000003oA82AAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003oA82AAE","Disbursed","Item Updated"
"0068p000003pkZFAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pkZFAAY","Disbursed","Item Updated"
"0068p000003rLJbAAM","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003rLJbAAM","Disbursed","Item Updated"
"0068p000003rLHkAAM","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003rLHkAAM","Disbursed","Item Updated"
"0068p000003rKLLAA2","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003rKLLAA2","Disbursed","Item Updated"
"0068p000003rJm0AAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003rJm0AAE","Disbursed","Item Updated"
"0068p000003sKZMAA2","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003sKZMAA2","Disbursed","Item Updated"
"0068p000003qYi2AAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qYi2AAE","Disbursed","Item Updated"
"0068p000003lzA3AAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003lzA3AAI","Disbursed","Item Updated"
"0068p000003t5q0AAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003t5q0AAA","Disbursed","Item Updated"
"0068p000003qbxxAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qbxxAAA","Disbursed","Item Updated"
"0068p000003r3WBAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003r3WBAAY","Disbursed","Item Updated"
"0068p000003r4flAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003r4flAAA","Disbursed","Item Updated"
"0068p000003rCh5AAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003rCh5AAE","Disbursed","Item Updated"
"0068p000003p9z2AAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003p9z2AAA","Disbursed","Item Updated"
"0068p000003lSUtAAM","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003lSUtAAM","Disbursed","Item Updated"
"0068p000003r5zZAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003r5zZAAQ","Disbursed","Item Updated"
"0068p000003r93PAAQ","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003r93PAAQ","Disbursed","Item Updated"
"0068p000003sBxoAAE","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003sBxoAAE","Disbursed","Item Updated"
"0068p000003sBiLAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003sBiLAAU","Disbursed","Item Updated"
"0068p000003o40uAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003o40uAAA","Disbursed","Item Updated"
"0068p000003pypdAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003pypdAAA","Disbursed","Item Updated"
"0068p000003rlXOAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003rlXOAAY","Disbursed","Item Updated"
"0068p000003t4U8AAI","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003t4U8AAI","Disbursed","Item Updated"
"0068p000003qcSQAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qcSQAAY","Disbursed","Item Updated"
"0068p000003qd5rAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003qd5rAAA","Disbursed","Item Updated"
"0068p000003jFkAAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003jFkAAAU","Disbursed","Item Updated"
"0068p000003jFkCAAU","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003jFkCAAU","Disbursed","Item Updated"
"0068p000003sGCdAAM","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003sGCdAAM","Disbursed","Item Updated"
"0068p000003oltoAAA","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003oltoAAA","Disbursed","Item Updated"
"0068p000003rcWKAAY","Disbursed","2022-09-21T12:44:29Z","Disbursed","0068p000003rcWKAAY","Disbursed","Item Updated"
